iter	MultiClass
148	0.3409306192
149	0.3389286091
150	0.3379734132
151	0.3357589206
152	0.3349087947
153	0.3336601262
154	0.3313343754
155	0.3302340479
156	0.3288022625
157	0.3279748917
158	0.325790824
159	0.3247426435
160	0.3232509717
161	0.3218359151
162	0.3203995401
163	0.3192937291
164	0.3175635155
165	0.3158047206
166	0.3141776878
167	0.3126525831
168	0.3115946234
169	0.3100426268
170	0.3085191887
171	0.3073389235
172	0.3055954702
173	0.3044825528
174	0.3033088687
175	0.3015310995
176	0.3002596814
177	0.2994518397
178	0.2986695672
179	0.2974981513
180	0.2962895874
181	0.2954769552
182	0.2942376577
183	0.2929118482
184	0.2917509855
185	0.2906842449
186	0.2892752858
187	0.2880777122
188	0.2864737225
189	0.2856295797
190	0.2844746045
191	0.2835942926
192	0.2821788018
193	0.2806829766
194	0.2796844359
195	0.2788764356
196	0.2784179007
197	0.2780597677
198	0.2774736045
199	0.2762264532
200	0.2752321337
201	0.2743328058
202	0.2738467627
203	0.2729517957
204	0.2721709428
205	0.271043973
206	0.2703154735
207	0.2696153549
208	0.2688320119
209	0.2677031351
210	0.266545441
211	0.2653433012
212	0.2646298971
213	0.2636646999
214	0.2627023683
215	0.2620335046
216	0.2615706209
217	0.2604919092
218	0.2600636214
219	0.2594477972
220	0.2585252468
221	0.2578564538
222	0.2565912585
223	0.2562277413
224	0.2551537803
225	0.2541368411
226	0.2533988285
227	0.2526927692
228	0.2522748117
229	0.2517087155
230	0.2509587392
231	0.2501625067
232	0.2496979735
233	0.2486260778
234	0.2477153906
235	0.2466792824
236	0.2457335364
237	0.2451490908
238	0.2442321783
239	0.2433538617
240	0.2428836068
241	0.2424751035
242	0.2418305565
243	0.2415138309
244	0.2407085155
245	0.2400289858
246	0.2395852487
247	0.2390562968
248	0.2383008839
249	0.2378053871
250	0.236870241
251	0.2358349456
252	0.2349983599
253	0.2343909666
254	0.2340289374
255	0.2334183069
256	0.2322888684
257	0.2313584729
258	0.2306574977
259	0.2298700742
260	0.2292189412
261	0.2286105553
262	0.2281544798
263	0.2272765314
264	0.2268579217
265	0.2264085702
266	0.2259957676
267	0.2252831892
268	0.2247207455
269	0.2238649437
270	0.2235333885
271	0.2228879811
272	0.2220536179
273	0.2216486393
274	0.2209899833
275	0.2204630204
276	0.2198613454
277	0.219073364
278	0.2187627495
279	0.2179676451
280	0.2174115221
281	0.2168990796
282	0.2164831704
283	0.2160546303
284	0.2154338762
285	0.2150207562
286	0.2141802955
287	0.2137694707
288	0.2128592653
289	0.2125243247
290	0.2121190973
291	0.2117756681
292	0.2112960687
293	0.2110306927
294	0.210445371
295	0.2101227807
296	0.2095931704
297	0.208649775
298	0.2080102409
299	0.2073126539
300	0.2069049341
301	0.2060023182
302	0.2053619613
303	0.2045934594
304	0.2036411186
305	0.2031812856
306	0.2021375462
307	0.2013176727
308	0.2010346795
309	0.2005112875
310	0.200007225
311	0.1993946873
312	0.19897076
313	0.1983382195
314	0.1975709119
315	0.1971487352
316	0.1968862767
317	0.1965013862
318	0.1963439169
319	0.1957527019
320	0.1952061969
321	0.1945688488
322	0.1943309675
323	0.1936770232
324	0.1932749473
325	0.1927023813
326	0.1922888203
327	0.1915248469
328	0.1911854883
329	0.1910034234
330	0.190378318
331	0.1899116462
332	0.1895114095
333	0.1887181221
334	0.1883290114
335	0.1881449835
336	0.1872990515
337	0.1866090848
338	0.1862534793
339	0.1858534045
340	0.1854934824
341	0.185270394
342	0.1845355315
343	0.1841615605
344	0.1837683099
345	0.1832078656
346	0.1827623057
347	0.1822830011
348	0.181824861
349	0.1815677718
350	0.1810805413
351	0.180888774
352	0.1804671563
353	0.180207415
354	0.1799534828
355	0.1795194986
356	0.1789127099
357	0.1783598972
358	0.1778178232
359	0.1774656332
360	0.1770447345
361	0.1767642658
362	0.1759611304
363	0.1755936532
364	0.1752356948
365	0.1748154532
366	0.1745152511
367	0.173811017
368	0.1734576094
369	0.1729495372
370	0.1723182983
371	0.1717174814
372	0.170734872
373	0.1705763218
374	0.1702888628
375	0.1697177264
376	0.1693295647
377	0.1690074829
378	0.1685607002
379	0.1682758172
380	0.1677049784
381	0.166911604
382	0.1660723154
383	0.1657612447
384	0.1655848469
385	0.1652695971
386	0.1646713228
387	0.1644691418
388	0.1639671186
389	0.1634451286
390	0.1624393196
391	0.1619990765
392	0.1613588503
393	0.1610011769
394	0.1608660173
395	0.1606271101
396	0.1600877814
397	0.1599027869
398	0.1593064026
399	0.1589736442
400	0.158645662
401	0.1579359275
402	0.1577693696
403	0.1574659825
404	0.1571849798
405	0.1570663152
406	0.1565895288
407	0.1562036433
408	0.1558125354
409	0.1554260298
410	0.1551646025
411	0.1548499129
412	0.1546082346
413	0.1541920899
414	0.1536389722
415	0.1533709492
416	0.1531063962
417	0.1529045389
418	0.1526153288
419	0.1523876346
420	0.1519145474
421	0.1515860464
422	0.1513502915
423	0.1510488343
424	0.1505146983
425	0.1502476637
426	0.1499837018
427	0.149577449
428	0.1492376209
429	0.1490644991
430	0.148842647
431	0.1486097365
432	0.1483024558
433	0.1481114631
434	0.1474465174
435	0.1471487837
436	0.1468656164
437	0.1463392038
438	0.1460258877
439	0.1455526448
440	0.1451250352
441	0.1448148113
442	0.1444938248
443	0.1440300704
444	0.1436169073
445	0.1430219296
446	0.1426784695
447	0.1422333903
448	0.1416134814
449	0.1412730426
450	0.1408711088
451	0.1403979047
452	0.1401875046
453	0.1398352236
454	0.1394894804
455	0.1392205603
456	0.139042571
457	0.1389747285
458	0.138783488
459	0.1384391951
460	0.1382211878
461	0.1378415311
462	0.1371124417
463	0.1366025491
464	0.1363254946
465	0.1359839946
466	0.1356185671
467	0.1353232537
468	0.1351109696
469	0.1345797625
470	0.1344802881
471	0.1339867427
472	0.1338136917
473	0.1336629734
474	0.1333715802
475	0.1331935606
476	0.1326652248
477	0.1325923068
478	0.132329469
479	0.1320738252
480	0.1318594812
481	0.1315863966
482	0.1312016741
483	0.1310557173
484	0.1307085069
485	0.1304674082
486	0.1303279898
487	0.1300512849
488	0.1299180312
489	0.1293984291
490	0.1290913516
491	0.1288640354
492	0.1287207525
493	0.1284138713
494	0.1280658591
495	0.1277261929
496	0.1275403508
497	0.1272767385
498	0.1271380954
499	0.1269606946
500	0.1266287724
501	0.12624955
502	0.1259799924
503	0.1256004736
504	0.1254369743
505	0.1250765913
506	0.1249171901
507	0.1245792651
508	0.1242983166
509	0.1240155077
510	0.123773328
511	0.1234673754
512	0.1231965547
513	0.1227759454
514	0.1225910807
515	0.1224314864
516	0.1222515088
517	0.1219629356
518	0.1216270418
519	0.1214778791
520	0.121294775
521	0.1209602437
522	0.1205745456
523	0.1203145265
524	0.1202076881
525	0.1197139471
526	0.1194440304
527	0.1191900597
528	0.1189815517
529	0.1187464
530	0.1186347869
531	0.1184555937
532	0.1183475153
533	0.1181299901
534	0.1177603333
535	0.117585947
536	0.1172830096
537	0.1168073919
538	0.1166504426
539	0.1164166035
540	0.1160023781
541	0.1157140786
542	0.1155184979
543	0.1151651348
544	0.1149927804
545	0.1147983163
546	0.1145307339
547	0.1143390289
548	0.114203103
549	0.1140578418
