iter	Passed	Remaining
225	3183	5972
226	3195	5954
227	3210	5942
228	3224	5928
229	3237	5911
230	3249	5893
231	3262	5877
232	3280	5870
233	3291	5852
234	3307	5840
235	3322	5828
236	3338	5817
237	3350	5800
238	3364	5786
239	3377	5769
240	3395	5762
241	3406	5743
242	3420	5728
243	3435	5716
244	3449	5703
245	3462	5686
246	3475	5671
247	3490	5658
248	3507	5648
249	3523	5637
250	3539	5625
251	3551	5608
252	3567	5597
253	3579	5580
254	3592	5564
255	3606	5549
256	3620	5536
257	3634	5521
258	3649	5510
259	3663	5495
260	3676	5480
261	3689	5464
262	3702	5447
263	3714	5430
264	3728	5416
265	3740	5399
266	3751	5381
267	3763	5364
268	3778	5351
269	3793	5339
270	3810	5328
271	3825	5316
272	3838	5300
273	3852	5287
274	3866	5272
275	3878	5256
276	3893	5242
277	3909	5231
278	3923	5217
279	3940	5206
280	3954	5193
281	3968	5178
282	3987	5170
283	4000	5156
284	4019	5148
285	4036	5137
286	4054	5128
287	4071	5118
288	4087	5105
289	4101	5091
290	4114	5075
291	4126	5059
292	4138	5042
293	4153	5028
294	4168	5016
295	4185	5005
296	4197	4989
297	4214	4978
298	4233	4969
299	4246	4954
300	4263	4943
301	4279	4931
302	4295	4919
303	4313	4909
304	4329	4897
305	4341	4881
306	4356	4867
307	4370	4852
308	4385	4839
309	4405	4831
310	4421	4820
311	4437	4807
312	4450	4792
313	4468	4781
314	4482	4767
315	4499	4755
316	4516	4744
317	4529	4729
318	4546	4717
319	4559	4702
320	4573	4687
321	4588	4673
322	4600	4657
323	4613	4641
324	4626	4626
325	4638	4610
326	4652	4595
327	4667	4581
328	4681	4567
329	4697	4554
330	4709	4538
331	4721	4522
332	4736	4508
333	4748	4492
334	4763	4479
335	4776	4463
336	4789	4448
337	4802	4432
338	4815	4417
339	4827	4401
340	4841	4387
341	4854	4371
342	4865	4354
343	4878	4339
344	4890	4323
345	4900	4306
346	4913	4290
347	4925	4274
348	4937	4258
349	4950	4243
350	4962	4227
351	4974	4211
352	4986	4195
353	5000	4181
354	5016	4168
355	5029	4153
356	5040	4136
357	5055	4123
358	5072	4111
359	5090	4100
360	5106	4088
361	5122	4075
362	5135	4060
363	5152	4048
364	5165	4033
365	5178	4018
366	5193	4004
367	5209	3991
368	5228	3981
369	5245	3969
370	5258	3954
371	5274	3941
372	5288	3927
373	5301	3912
374	5315	3898
375	5331	3885
376	5342	3868
377	5358	3855
378	5370	3840
379	5381	3823
380	5395	3809
381	5407	3793
382	5418	3777
383	5432	3762
384	5445	3747
385	5457	3732
386	5469	3717
387	5482	3701
388	5494	3686
389	5507	3671
390	5520	3656
391	5533	3641
392	5545	3626
393	5554	3609
394	5564	3592
395	5572	3574
396	5584	3559
397	5595	3542
398	5606	3527
399	5618	3511
400	5629	3495
401	5639	3479
402	5653	3464
403	5665	3449
404	5677	3434
405	5689	3419
406	5701	3403
407	5713	3388
408	5726	3374
409	5739	3359
410	5751	3344
411	5764	3330
412	5777	3315
413	5790	3300
414	5802	3285
415	5812	3269
416	5825	3255
417	5836	3239
418	5848	3224
419	5861	3209
420	5876	3196
421	5889	3181
422	5900	3166
423	5913	3151
424	5925	3136
425	5937	3122
426	5948	3106
427	5959	3091
428	5972	3076
429	5982	3060
430	5997	3047
431	6008	3031
432	6019	3016
433	6032	3002
434	6045	2988
435	6056	2972
436	6067	2957
437	6081	2943
438	6095	2929
439	6108	2915
440	6122	2901
441	6134	2886
442	6145	2871
443	6159	2857
444	6171	2842
445	6184	2828
446	6198	2814
447	6211	2800
448	6225	2786
449	6237	2772
450	6248	2757
451	6260	2742
452	6272	2727
453	6284	2713
454	6297	2698
455	6309	2684
456	6322	2670
457	6333	2655
458	6344	2640
459	6359	2626
460	6371	2612
461	6387	2599
462	6403	2586
463	6416	2572
464	6428	2557
465	6438	2542
466	6449	2527
467	6462	2513
468	6480	2500
469	6492	2486
470	6506	2472
471	6519	2458
472	6534	2445
473	6551	2432
474	6566	2419
475	6579	2405
476	6595	2392
477	6606	2377
478	6620	2363
479	6634	2349
480	6646	2335
481	6659	2321
482	6674	2307
483	6684	2292
484	6696	2278
485	6709	2264
486	6723	2250
487	6739	2237
488	6753	2223
489	6769	2210
490	6782	2196
491	6798	2183
492	6824	2173
493	6836	2158
494	6847	2144
495	6863	2131
496	6876	2117
497	6889	2102
498	6902	2088
499	6916	2074
500	6929	2060
501	6941	2046
502	6952	2031
503	6964	2017
504	6976	2003
505	6990	1989
506	7004	1975
507	7020	1962
508	7032	1948
509	7045	1934
510	7057	1919
511	7068	1905
512	7079	1890
513	7090	1875
514	7098	1860
515	7112	1847
516	7126	1833
517	7139	1819
518	7155	1806
519	7169	1792
520	7184	1778
521	7200	1765
522	7216	1752
523	7230	1738
524	7242	1724
525	7256	1710
526	7272	1697
527	7285	1683
528	7297	1669
529	7315	1656
530	7326	1642
531	7341	1628
532	7353	1614
533	7367	1600
534	7380	1586
535	7393	1572
536	7406	1558
537	7418	1544
538	7431	1530
539	7443	1516
540	7455	1502
541	7465	1487
542	7476	1473
543	7487	1458
544	7499	1444
545	7513	1431
546	7526	1417
547	7541	1403
548	7556	1390
549	7568	1376
550	7582	1362
551	7598	1348
552	7613	1335
553	7627	1321
554	7641	1307
555	7652	1293
556	7664	1279
557	7678	1266
558	7691	1252
559	7705	1238
560	7719	1224
561	7733	1210
562	7746	1197
563	7760	1183
564	7775	1169
565	7787	1155
566	7798	1141
567	7809	1127
568	7820	1113
569	7831	1099
570	7844	1085
571	7857	1071
572	7869	1057
573	7882	1043
574	7896	1029
575	7910	1016
576	7922	1002
577	7935	988
578	7947	974
579	7958	960
580	7968	946
581	7980	932
582	7992	918
583	8006	904
584	8019	891
585	8033	877
586	8045	863
587	8056	849
588	8067	835
589	8078	821
590	8088	807
591	8099	793
592	8112	779
593	8123	765
594	8135	751
595	8149	738
596	8161	724
597	8174	710
598	8186	697
599	8198	683
600	8211	669
601	8222	655
602	8235	641
603	8244	627
604	8255	614
605	8266	600
606	8279	586
607	8294	572
608	8306	559
609	8317	545
610	8328	531
611	8345	518
612	8360	504
613	8375	491
614	8392	477
615	8405	463
616	8422	450
617	8436	436
618	8451	423
619	8464	409
620	8476	395
621	8490	382
622	8503	368
623	8518	354
624	8533	341
625	8547	327
626	8567	314
627	8581	300
628	8595	286
629	8608	273
630	8619	259
631	8629	245
632	8638	232
633	8650	218
634	8662	204
635	8671	190
636	8684	177
637	8697	163
638	8707	149
639	8717	136
640	8729	122
641	8745	108
642	8758	95
643	8769	81
644	8781	68
645	8795	54
646	8808	40
647	8820	27
648	8834	13
649	8844	0
