iter	MultiClass
283	0.2131842209
284	0.2123913844
285	0.212320467
286	0.2115269743
287	0.210981552
288	0.2105900525
289	0.2100975666
290	0.2096499982
291	0.2089064147
292	0.2088561749
293	0.2082103138
294	0.2077107878
295	0.2076816928
296	0.2070446881
297	0.2067345085
298	0.2063321638
299	0.205698086
300	0.2052884837
301	0.2051933628
302	0.2050508481
303	0.205009571
304	0.2046070259
305	0.203916289
306	0.2032132733
307	0.2029036099
308	0.2024741811
309	0.2019494105
310	0.2013124122
311	0.2012827997
312	0.2005638819
313	0.2004304612
314	0.2003825588
315	0.2003163924
316	0.1999146638
317	0.1998860723
318	0.1990176812
319	0.1985274837
320	0.1978462665
321	0.1975266819
322	0.1968360708
323	0.1963591431
324	0.1962220143
325	0.1957895989
326	0.1953900052
327	0.195189655
328	0.1946874644
329	0.1942262824
330	0.1939548227
331	0.1939212306
332	0.1938744395
333	0.1935732665
334	0.1929608527
335	0.1926130303
336	0.1919635514
337	0.1917573996
338	0.1914959919
339	0.1911046846
340	0.1906308666
341	0.1899258487
342	0.1895166646
343	0.1894878446
344	0.1891538948
345	0.1889666877
346	0.1886378373
347	0.1883025155
348	0.1878180697
349	0.1874014763
350	0.1872017658
351	0.1868469927
352	0.1867932622
353	0.1866672303
354	0.1863895783
355	0.1857029748
356	0.1854811805
357	0.1849773829
358	0.184640652
359	0.1840929362
360	0.1840515582
361	0.1837168698
362	0.1836742845
363	0.1828762962
364	0.1819145619
365	0.1818922959
366	0.1817376324
367	0.181406726
368	0.1810810381
369	0.1810551479
370	0.1807517768
371	0.180733201
372	0.1801797411
373	0.1798706342
374	0.1795288957
375	0.1789568098
376	0.1786466192
377	0.1780580524
378	0.1773459662
379	0.1770694826
380	0.1768793405
381	0.176516414
382	0.1762392641
383	0.1760174393
384	0.1757346762
385	0.1753180989
386	0.175295536
387	0.1751209021
388	0.1744361949
389	0.1742023853
390	0.1738502608
391	0.173199473
392	0.1727536611
393	0.1721321209
394	0.1718642656
395	0.171657303
396	0.1712996085
397	0.1709688542
398	0.1709475289
399	0.1703190252
400	0.170183013
401	0.1701412758
402	0.1699415699
403	0.1696272201
404	0.169314875
405	0.1688636676
406	0.1685857178
407	0.1683403805
408	0.1676574532
409	0.1673523914
410	0.1671890865
411	0.1669348843
412	0.1663483434
413	0.1659365869
414	0.1656885661
415	0.16545457
416	0.1649868978
417	0.1647116447
418	0.1645155404
419	0.164153404
420	0.1639859546
421	0.1639435077
422	0.1632139298
423	0.1627745177
424	0.1624588715
425	0.1620803593
426	0.1615362533
427	0.1612865878
428	0.1607128327
429	0.1602749957
430	0.1600167833
431	0.159874729
432	0.1596870007
433	0.1593109792
434	0.1590575509
435	0.1585986293
436	0.1582056487
437	0.1579234857
438	0.157354317
439	0.1571829096
440	0.1571230038
441	0.1566966853
442	0.1562798513
443	0.1552755434
444	0.1545384886
445	0.1541286439
446	0.1540936682
447	0.1539529478
448	0.1535309927
449	0.1535144128
450	0.1531378134
451	0.1528398441
452	0.1527561058
453	0.1521581234
454	0.151787038
455	0.1513579304
456	0.1512139994
457	0.1509662983
458	0.1507340381
459	0.1503976373
460	0.1503164245
461	0.1498668826
462	0.1498106718
463	0.14939647
464	0.1493759744
465	0.14924178
466	0.1490765446
467	0.1487938934
468	0.1487661577
469	0.1484360318
470	0.148234923
471	0.1481038733
472	0.1475941001
473	0.1472344915
474	0.146997539
475	0.1469205502
476	0.1467763566
477	0.1460756702
478	0.1458610308
479	0.1456103046
480	0.145405256
481	0.1453372395
482	0.1452672648
483	0.1450851358
484	0.1447726067
485	0.1444030658
486	0.1441673547
487	0.1439565098
488	0.1437329128
489	0.1434410001
490	0.1432913475
491	0.1432386502
492	0.1430308661
493	0.1429862286
494	0.1428968762
495	0.142726672
496	0.1425228182
497	0.1423149444
498	0.1419639145
499	0.1418128307
500	0.141652192
501	0.1414724899
502	0.1413156544
503	0.1412013502
504	0.1411134341
505	0.140868602
506	0.1407574757
507	0.1404331963
508	0.1400031437
509	0.1399227314
510	0.1393813507
511	0.1392405785
512	0.1389983736
513	0.1389051762
514	0.1385502402
515	0.1383915396
516	0.138261578
517	0.1380288314
518	0.1376337849
519	0.1375770866
520	0.1373233367
521	0.1370208648
522	0.1367717275
523	0.136128407
524	0.1360261031
525	0.1359081169
526	0.1357194435
527	0.135553234
528	0.135539972
529	0.1352366969
530	0.1350028518
531	0.1346841703
532	0.1341824592
533	0.1339877649
534	0.1338475963
535	0.1338081668
536	0.1335329168
537	0.1332598508
538	0.1331206837
539	0.1329776482
540	0.1325361
541	0.1322589464
542	0.1321068422
543	0.131948418
544	0.1317337255
545	0.1315080728
546	0.1313658186
547	0.131352932
548	0.1310370971
549	0.130845756
550	0.1308299703
551	0.130442123
552	0.1301852812
553	0.1301719511
554	0.1298676451
555	0.1298269719
556	0.1296525524
557	0.129367988
558	0.1290142618
559	0.1287475721
560	0.1286293183
561	0.1284630436
562	0.1283279403
563	0.128280038
564	0.1280319783
565	0.1279540675
566	0.1279222764
567	0.1278890185
568	0.1276135017
569	0.1275132781
570	0.1274477113
571	0.1270446917
572	0.1268741804
573	0.1268529314
574	0.126791179
575	0.1267063127
576	0.1264111949
577	0.1262431869
578	0.1261411256
579	0.1260746528
580	0.1259037452
581	0.1258256387
582	0.1255651603
583	0.1252857732
584	0.1251233663
585	0.1250701004
586	0.1249946391
587	0.1247874333
588	0.1246241701
589	0.1244559385
590	0.124170992
591	0.1238434641
592	0.1237234161
593	0.1233641723
594	0.1231632503
595	0.1229836047
596	0.1228077478
597	0.1226870328
598	0.1222890904
599	0.122089202
600	0.1220530964
601	0.1219504254
602	0.1218377443
603	0.1216378631
604	0.1212938945
605	0.1210609514
606	0.1209924673
607	0.1207668857
608	0.1205468016
609	0.1204303782
610	0.1201140593
611	0.1200446858
612	0.119969092
613	0.1199181251
614	0.119828255
615	0.1196492823
616	0.1195473002
617	0.1195052382
618	0.1193444896
619	0.1192677486
620	0.1192100988
621	0.1190636546
622	0.1189533432
623	0.1188582848
624	0.1187800519
625	0.1184961237
626	0.1183817506
627	0.1181362363
628	0.1180248763
629	0.117828699
630	0.1176571481
631	0.1175432785
632	0.1175242077
633	0.1174810898
634	0.1173303814
635	0.1172454075
636	0.1169198209
637	0.1167282803
638	0.1164952251
639	0.1164398742
640	0.1163574458
641	0.1159637664
642	0.1156834517
643	0.1155914315
644	0.1154450231
645	0.1153192721
646	0.1147997777
647	0.1144871609
648	0.1144744164
649	0.1143667196
