Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,2.8136,1.85,4.6545,63.58,0.0425,30.486,0.1555,0.282,BCC+FCC
1,34.0394,1.7,4.521,58.43,0.0532,22.399,0.19,0.3243,BCC+FCC
1,32.3401,1.8,4.4985,65.21,0.0458,25.84,0.1816,0.3197,BCC+FCC
1,16.5213,1.75,4.4785,66.685,0.0489,27.315,0.1882,0.3202,BCC+FCC
1,47.7,1.75,4.5385,58.085,0.0507,22.6405,0.1861,0.324,BCC+FCC
1,54.3375,1.7,4.546,56.375,0.0537,21.325,0.1895,0.3252,BCC+FCC
1,15.4986,1.8,4.5235,63.155,0.0469,26.0605,0.1822,0.3214,BCC+FCC
1,42.6182,1.7,4.5385,59.735,0.0533,24.7855,0.193,0.3249,BCC+FCC
1,15.06,1.7,4.5235,66.455,0.0517,29.6905,0.193,0.3225,BCC+FCC
1,9.6041,1.65,4.516,71.465,0.0498,32.785,0.1928,0.3206,BCC+FCC
1,16.0981,1.75,4.5635,56.03,0.0514,21.532,0.1858,0.325,BCC+FCC
1,10.2878,1.8,4.5485,61.1,0.0479,25.87,0.1828,0.323,BCC+FCC
1,8.8046,1.75,4.581,57.335,0.052,24.049,0.1884,0.3257,BCC+FCC
1,4.9156,1.85,4.5585,64.115,0.0454,28.4965,0.1738,0.3213,BCC+FCC
1,3.7028,1.75,4.551,70.775,0.0443,33.475,0.1739,0.3197,BCC+FCC
1,6.7439,1.8,4.606,53.63,0.0499,20.185,0.1815,0.3256,BCC+FCC
1,3.4775,1.85,4.576,65.42,0.0447,30.622,0.1696,0.3214,BCC+FCC
1,4.1841,1.8,4.5835,63.71,0.0483,30.382,0.1798,0.3236,BCC+FCC
1,5.1929,1.8,4.631,51.575,0.0504,18.22,0.1812,0.3262,BCC+FCC
1,3.7542,1.85,4.596,56.47,0.0493,24.218,0.1795,0.3255,BCC+FCC
1,2.9777,1.8,4.601,65.015,0.047,32.638,0.1754,0.3237,BCC+FCC
1,4.1297,1.85,4.6485,51.23,0.0485,18.358,0.1769,0.326,BCC+FCC
1,3.4054,1.9,4.6335,56.3,0.0463,24.67,0.1716,0.3249,BCC+FCC
1,3.7407,1.85,4.641,54.59,0.0491,23.005,0.1784,0.3261,BCC+FCC
1,2.886,1.9,4.626,59.66,0.0456,28.138,0.1685,0.3242,BCC+FCC
1,3.2567,1.85,4.6335,57.95,0.0489,26.98,0.1773,0.3258,BCC+FCC
1,2.2724,1.85,4.6185,64.67,0.0445,32.914,0.1655,0.3234,BCC+FCC
1,2.2452,1.95,4.6435,59.315,0.0436,28.3795,0.1598,0.3239,BCC+FCC
1,5.5023,1.9,4.505,62.25,0.0474,26.875,0.184,0.3579,BCC+FCC
1,6.7097,1.85,4.5125,60.54,0.0506,26.318,0.1918,0.3603,BCC+FCC
1,4.4496,1.9,4.4975,65.61,0.0454,28.74,0.1786,0.3553,BCC+FCC
1,4.6923,1.9,4.53,60.195,0.0485,26.594,0.1852,0.3599,BCC+FCC
1,3.1861,1.8,4.515,70.215,0.0431,34.035,0.1765,0.3544,BCC+FCC
1,3.7647,1.75,4.5225,68.505,0.0475,34.4455,0.19,0.3577,BCC+FCC
1,3.0744,1.75,4.515,71.865,0.0421,35.685,0.1778,0.354,BCC+FCC
1,2.4517,1.75,4.8445,60.68,0.0475,23.398,0.1896,0.2256,BCC+FCC
1,20.9626,1.5,4.7455,61.42,0.0494,24.636,0.1829,0.2032,BCC+FCC
1,2.9713,1.7,4.8045,60.105,0.0522,24.736,0.1984,0.2278,BCC+FCC
1,3.1285,1.7,4.797,57.965,0.0516,23.9245,0.1978,0.2277,BCC+FCC
1,16.4341,1.55,4.7555,58.935,0.0476,23.949,0.1807,0.203,BCC+FCC
1,26.7369,1.45,4.698,58.705,0.0529,24.7675,0.1915,0.2053,BCC+FCC
1,3.3122,1.7,4.797,52.465,0.0465,18.4975,0.1903,0.2254,BCC+FCC
1,1.9934,1.85,4.8645,61.21,0.0494,26.051,0.191,0.2274,BCC+FCC
1,2.5512,1.8,4.8395,53.915,0.0452,20.701,0.1864,0.2252,BCC+FCC
1,2.1735,1.75,4.7735,49.125,0.0556,16.76,0.2154,0.2501,BCC+FCC
1,3.3685,1.7,4.782,53.685,0.0504,21.0175,0.1964,0.2275,BCC+FCC
1,34.1805,1.55,4.7405,54.655,0.0464,20.808,0.1797,0.2027,BCC+FCC
1,1.9521,1.8,4.791,48.78,0.0544,16.898,0.2125,0.2499,BCC+FCC
1,2.884,1.75,4.7995,53.34,0.0493,21.19,0.1935,0.2273,BCC+FCC
1,2.9389,1.7,4.792,68.385,0.0551,25.6865,0.1929,0.2583,BCC+FCC
1,4.171,1.65,4.767,55.59,0.0456,19.696,0.1769,0.2542,BCC+FCC
1,2.6473,1.8,4.8345,64.335,0.0486,25.125,0.1812,0.2562,BCC+FCC
1,3.1118,1.75,4.8095,62.54,0.0491,24.854,0.183,0.2563,BCC+FCC
1,4.3325,1.65,4.752,62.31,0.0543,26.102,0.1936,0.2581,BCC+FCC
1,5.5158,1.6,4.727,60.515,0.055,25.2695,0.1954,0.2581,BCC+FCC
1,1.6626,1.9,4.8435,59.43,0.0526,24.523,0.1991,0.277,BCC+FCC
1,2.3421,1.75,4.7685,54.045,0.0542,20.623,0.2044,0.2771,BCC+FCC
1,4.5764,1.65,4.7595,53.45,0.0449,18.005,0.177,0.2542,BCC+FCC
1,1.5948,1.9,4.836,62.79,0.0557,26.67,0.204,0.2782,BCC+FCC
1,2.5714,1.8,4.8195,65.555,0.0516,27.035,0.1866,0.2578,BCC+FCC
1,8.6657,1.55,4.6945,56.58,0.0549,22.7,0.1966,0.2581,BCC+FCC
1,2.3006,1.9,4.877,60.285,0.0418,23.7535,0.1687,0.2539,BCC+FCC
1,1.9508,1.85,4.811,55.495,0.0525,22.5235,0.2003,0.2769,BCC+FCC
1,1.9012,1.85,4.8035,58.855,0.0556,25.736,0.2052,0.2782,BCC+FCC
1,3.2448,1.75,4.787,61.62,0.0515,26.654,0.1879,0.2577,BCC+FCC
1,1.7809,1.9,4.8285,55.15,0.0514,22.765,0.1975,0.2767,BCC+FCC
1,3.6765,1.75,4.787,56.12,0.0474,22.508,0.1813,0.256,BCC+FCC
1,5.6207,1.65,4.737,52.53,0.0485,18.528,0.185,0.2561,BCC+FCC
1,2.3084,1.85,4.8295,63.07,0.0495,27.507,0.1818,0.2575,BCC+FCC
1,3.3747,1.75,4.7795,59.48,0.0508,25.994,0.1869,0.2576,BCC+FCC
1,4.1845,1.7,4.7545,57.685,0.0515,24.699,0.1892,0.2576,BCC+FCC
1,1.7575,2,4.912,59.595,0.0399,24.3745,0.163,0.2536,BCC+FCC
1,1.5963,1.95,4.846,54.805,0.0502,23.0065,0.1943,0.2766,BCC+FCC
1,1.8166,1.9,4.821,53.01,0.0508,21.244,0.1966,0.2766,BCC+FCC
1,2.0494,1.85,4.796,51.215,0.0513,19.1225,0.1987,0.2767,BCC+FCC
1,2.271,1.8,4.7635,52.78,0.0549,21.47,0.2052,0.278,BCC+FCC
1,4.6935,1.7,4.7545,52.185,0.0473,18.666,0.1826,0.2559,BCC+FCC
1,2.0301,1.85,4.8145,64.29,0.0506,29.539,0.1826,0.2584,BCC+FCC
1,1.4998,1.9,4.7725,47.875,0.0583,17.26,0.2195,0.297,BCC+FCC
1,2.0667,1.85,4.7885,49.075,0.0507,16.78,0.1978,0.2766,BCC+FCC
1,2.3112,1.8,4.7635,47.28,0.0513,13.916,0.1999,0.2766,BCC+FCC
1,1.4996,1.95,4.831,56.025,0.0522,25.2825,0.1959,0.2776,BCC+FCC
1,2.2667,1.9,4.847,57.225,0.0445,24.4425,0.1725,0.2556,BCC+FCC
1,2.2778,1.8,4.756,50.64,0.0542,19.284,0.204,0.2778,BCC+FCC
1,3.2279,1.8,4.797,53.635,0.0456,21.0425,0.1774,0.2557,BCC+FCC
1,2.3874,1.85,4.8145,58.79,0.0481,26.477,0.179,0.2572,BCC+FCC
1,2.8867,1.8,4.7895,56.995,0.0487,25.113,0.1818,0.2573,BCC+FCC
1,4.4319,1.7,4.7395,53.405,0.0501,21.308,0.187,0.2574,BCC+FCC
1,2.0245,1.85,4.806,60.415,0.0512,23.6365,0.1881,0.3021,BCC+FCC
1,2.5076,1.75,4.756,56.825,0.0523,21.5925,0.1912,0.3022,BCC+FCC
1,3.4203,1.65,4.6985,56.595,0.0577,22.223,0.2019,0.3037,BCC+FCC
1,3.0369,1.7,4.716,61.75,0.0599,26.55,0.2063,0.3045,BCC+FCC
1,3.6051,1.65,4.691,59.955,0.0607,25.6615,0.2083,0.3046,BCC+FCC
1,2.1708,1.85,4.7985,58.275,0.0506,23.07,0.1877,0.3021,BCC+FCC
1,2.7071,1.75,4.7485,54.685,0.0517,20.239,0.1909,0.3021,BCC+FCC
1,3.0051,1.7,4.7235,52.89,0.0523,18.285,0.1924,0.3022,BCC+FCC
1,1.3569,1.95,4.8,62.23,0.0604,27.23,0.2148,0.3221,BCC+FCC
1,1.871,1.9,4.816,63.43,0.0536,26.03,0.1921,0.3033,BCC+FCC
1,2.1464,1.85,4.791,61.635,0.0543,25.6685,0.1942,0.3033,BCC+FCC
1,3.7372,1.65,4.691,54.455,0.057,20.6325,0.2015,0.3036,BCC+FCC
1,1.2933,2,4.825,58.525,0.057,25.3375,0.208,0.3214,BCC+FCC
1,1.6191,1.9,4.775,54.935,0.0584,22.9155,0.2124,0.3215,BCC+FCC
1,2.0359,1.9,4.816,57.93,0.0494,23.346,0.1854,0.3019,BCC+FCC
1,1.4174,1.95,4.7925,60.09,0.0596,27.059,0.2134,0.322,BCC+FCC
1,1.9665,1.9,4.8085,61.29,0.0529,25.979,0.1911,0.3032,BCC+FCC
1,1.5438,1.95,4.826,66.445,0.0544,27.8205,0.1921,0.3039,BCC+FCC
1,2.1334,1.85,4.776,62.855,0.0559,27.7005,0.1975,0.304,BCC+FCC
1,2.4933,1.8,4.751,61.06,0.0567,27.102,0.2,0.3041,BCC+FCC
1,2.9301,1.75,4.726,59.265,0.0575,26.1445,0.2023,0.3042,BCC+FCC
1,2.6978,1.8,4.7585,52.2,0.05,18.63,0.1885,0.3019,BCC+FCC
1,1.2733,2,4.81,59.745,0.058,27.3695,0.2092,0.3217,BCC+FCC
1,2.7083,1.8,4.751,55.56,0.0535,22.844,0.1945,0.3032,BCC+FCC
1,1.8896,1.9,4.7935,62.51,0.0543,28.011,0.1934,0.3038,BCC+FCC
1,2.0123,1.85,4.761,64.075,0.056,29.7325,0.1978,0.3043,BCC+FCC
1,1.5415,1.95,4.785,52.45,0.0563,21.58,0.2081,0.3212,BCC+FCC
1,1.9286,1.95,4.826,55.445,0.0477,22.5585,0.1817,0.3016,BCC+FCC
1,3.1425,1.75,4.726,48.265,0.0499,13.6105,0.1897,0.3018,BCC+FCC
1,1.8165,1.95,4.8185,58.805,0.0508,25.776,0.1863,0.3029,BCC+FCC
1,2.4235,1.85,4.7685,55.215,0.0522,23.051,0.1913,0.303,BCC+FCC
1,3.2385,1.75,4.7185,51.625,0.0535,18.89,0.1958,0.3031,BCC+FCC
1,1.6401,1.95,4.811,62.165,0.0527,28.3215,0.1887,0.3036,BCC+FCC
1,1.9375,1.9,4.786,60.37,0.0535,27.654,0.1918,0.3037,BCC+FCC
1,2.2706,1.85,4.761,58.575,0.0542,26.6275,0.1946,0.3038,BCC+FCC
1,2.6646,1.8,4.736,56.78,0.055,25.242,0.1974,0.3038,BCC+FCC
1,1.2225,2.05,4.8275,53.9,0.0542,23.64,0.2016,0.3209,BCC+FCC
1,1.394,2,4.8025,52.105,0.0549,21.787,0.2043,0.321,BCC+FCC
1,1.9,1.85,4.7275,46.72,0.0569,14.364,0.2116,0.3212,BCC+FCC
1,2.5333,1.85,4.7685,49.715,0.0482,16.524,0.1852,0.3016,BCC+FCC
1,1.3203,2,4.795,55.465,0.0563,25.6745,0.2057,0.3214,BCC+FCC
1,1.6652,1.95,4.8035,60.025,0.0519,27.93,0.1869,0.3035,BCC+FCC
1,1.9664,1.9,4.7785,58.23,0.0526,26.869,0.19,0.3036,BCC+FCC
1,1.5936,2,4.8285,56.32,0.0487,25.076,0.1804,0.3026,BCC+FCC
1,1.5128,1.95,4.7625,51.53,0.0562,22.095,0.2069,0.3213,BCC+FCC
1,1.6733,1.95,4.796,57.885,0.051,27.1105,0.1849,0.3033,BCC+FCC
1,1.9731,1.9,4.771,56.09,0.0518,25.656,0.1882,0.3034,BCC+FCC
1,1.7981,1.85,4.731,61.015,0.0524,31.1795,0.189,0.3035,BCC+FCC
1,1.494,2,4.79,60.385,0.0564,26.7935,0.199,0.3448,BCC+FCC
1,1.7042,1.95,4.765,58.59,0.0572,25.948,0.2016,0.3449,BCC+FCC
1,1.4193,2.05,4.815,56.68,0.0529,24.346,0.192,0.3441,BCC+FCC
1,1.6043,2,4.79,54.885,0.0536,22.9505,0.1944,0.3442,BCC+FCC
1,1.5445,2,4.7825,58.245,0.0555,26.224,0.1975,0.3447,BCC+FCC
1,1.3673,2.05,4.8,57.9,0.0539,26.5,0.1929,0.3445,BCC+FCC
1,1.5799,2,4.775,56.105,0.0547,25.2265,0.1959,0.3445,BCC+FCC
1,1.5992,2,4.7675,53.965,0.0539,23.801,0.1942,0.3444,BCC+FCC
1,1.2988,2.1,4.8175,52.055,0.0501,21.817,0.1848,0.3437,BCC+FCC
1,1.6735,2,4.7675,48.465,0.0514,17.024,0.1906,0.3438,BCC+FCC
1,2.0234,1.9,4.71,48.235,0.0546,16.7495,0.1984,0.3444,BCC+FCC
1,8.4305,1.45,4.704,62.175,0.0511,25.135,0.1797,0.186,BCC+FCC
1,7.0359,1.45,4.6965,60.035,0.0504,24.1025,0.1791,0.1858,BCC+FCC
4,5.4863,1.85,4.9115,62.175,0.0314,22.0525,0.1365,0.1759,FCC
1,3.8476,1.75,4.808,69.37,0.0512,24.603,0.178,0.2421,BCC+FCC
1,4.9982,1.7,4.783,67.575,0.0519,25.015,0.18,0.2422,BCC+FCC
1,10.5775,1.6,4.733,63.985,0.0532,24.762,0.1837,0.2423,BCC+FCC
1,21.9507,1.55,4.708,62.19,0.0539,24.097,0.1853,0.2424,BCC+FCC
1,2.9866,1.85,4.823,62.435,0.0484,21.8185,0.1772,0.2462,BCC+FCC
1,3.5945,1.8,4.798,60.64,0.0489,21.178,0.179,0.2463,BCC+FCC
1,5.5396,1.7,4.7755,65.435,0.0511,25.3785,0.1793,0.2421,BCC+FCC
1,2.6496,1.9,4.8405,62.09,0.0472,22.129,0.1746,0.2461,BCC+FCC
1,4.7826,1.75,4.7655,56.705,0.0489,19.027,0.1803,0.2462,BCC+FCC
1,3.5046,1.8,4.818,66.885,0.0491,25.705,0.174,0.2418,BCC+FCC
2,137.271,1.55,4.693,57.91,0.0524,22.035,0.1845,0.2421,BCC+FCC
1,2.3108,1.95,4.858,61.745,0.0461,22.4395,0.1715,0.2459,BCC+FCC
1,4.1117,1.8,4.783,56.36,0.0477,19.234,0.1779,0.2461,BCC+FCC
1,2.7745,1.9,4.868,64.975,0.0436,24.485,0.1623,0.2398,BCC+FCC
1,7.8522,1.7,4.768,57.795,0.0458,21.503,0.1708,0.24,BCC+FCC
1,2.1568,1.9,4.818,66.67,0.0521,25.92,0.1821,0.2487,BCC+FCC
1,2.3288,1.9,4.8605,68.335,0.047,25.7415,0.1676,0.2416,BCC+FCC
1,2.9197,1.85,4.8355,66.54,0.0477,26.05,0.1704,0.2417,BCC+FCC
1,10.417,1.65,4.7355,59.36,0.0504,23.694,0.1799,0.2419,BCC+FCC
1,2.1039,1.95,4.843,62.965,0.0486,24.4715,0.1749,0.2474,BCC+FCC
1,2.5767,1.9,4.818,61.17,0.0493,23.884,0.1777,0.2474,BCC+FCC
1,3.4529,1.8,4.7605,60.94,0.0528,24.972,0.1864,0.2487,BCC+FCC
1,4.4689,1.75,4.7355,59.145,0.0536,23.823,0.1892,0.2488,BCC+FCC
1,6.1656,1.7,4.7105,57.35,0.0544,22.315,0.1918,0.2488,BCC+FCC
1,7.2294,1.7,4.753,59.015,0.049,23.901,0.1767,0.2417,BCC+FCC
1,2.4923,1.85,4.8205,67.76,0.0491,27.96,0.172,0.2429,BCC+FCC
1,3.1834,1.8,4.7955,65.965,0.0499,28.0315,0.1752,0.2429,BCC+FCC
1,4.1626,1.75,4.7705,64.17,0.0507,27.744,0.1782,0.243,BCC+FCC
1,2.0213,2,4.868,59.26,0.0443,22.282,0.1667,0.2456,BCC+FCC
1,2.2377,1.95,4.8005,55.8,0.0508,19.57,0.1845,0.253,BCC+FCC
1,3.6356,1.85,4.793,53.875,0.046,17.7925,0.1742,0.2458,BCC+FCC
1,2.1502,1.95,4.8355,60.825,0.0479,24.16,0.1733,0.2472,BCC+FCC
1,3.2526,1.85,4.7855,57.235,0.0492,21.839,0.179,0.2474,BCC+FCC
1,3.9896,1.8,4.7955,60.465,0.047,25.3045,0.1704,0.2415,BCC+FCC
1,6.5259,1.7,4.703,55.21,0.0535,20.586,0.1905,0.2487,BCC+FCC
1,7.834,1.7,4.7455,56.875,0.0483,22.5525,0.1757,0.2416,BCC+FCC
1,2.5444,1.85,4.813,65.62,0.0483,28.342,0.1701,0.2427,BCC+FCC
1,1.8795,2,4.818,55.455,0.0495,19.777,0.1799,0.2528,BCC+FCC
1,2.0155,1.95,4.7855,57.02,0.0517,21.968,0.1842,0.2537,BCC+FCC
1,2.4548,1.9,4.7605,55.225,0.0525,20.2475,0.1876,0.2538,BCC+FCC
1,4.7297,1.75,4.7205,54.865,0.0519,20.724,0.1861,0.2484,BCC+FCC
1,5.5569,1.75,4.763,56.53,0.0469,22.725,0.1718,0.2414,BCC+FCC
1,3.3114,1.8,4.7805,61.685,0.0482,27.5805,0.1715,0.2426,BCC+FCC
1,3.6343,1.7,4.7155,64.815,0.0503,31.6495,0.1776,0.2438,BCC+FCC
1,3.3117,1.75,4.762,60.295,0.0502,21.454,0.1788,0.2881,BCC+FCC
1,5.8062,1.65,4.697,57.925,0.0552,21.425,0.19,0.2896,BCC+FCC
1,3.4781,1.8,4.772,57.81,0.0485,20.903,0.1768,0.2879,BCC+FCC
1,4.0973,1.75,4.747,56.015,0.049,19.441,0.1784,0.288,BCC+FCC
1,5.133,1.7,4.7145,57.58,0.0538,21.632,0.1879,0.2895,BCC+FCC
1,4.9876,1.7,4.707,60.94,0.0568,24.972,0.1939,0.2905,BCC+FCC
1,4.4655,1.75,4.7395,53.875,0.0484,17.7925,0.1781,0.2879,BCC+FCC
1,2.119,1.95,4.832,64.415,0.0498,25.045,0.1763,0.2891,BCC+FCC
1,3.6293,1.8,4.757,59.03,0.0518,23.179,0.1833,0.2892,BCC+FCC
1,4.4618,1.75,4.732,57.235,0.0524,21.839,0.1853,0.2893,BCC+FCC
1,5.6723,1.7,4.707,55.44,0.0531,20.14,0.1873,0.2894,BCC+FCC
1,1.7966,1.95,4.782,66.11,0.0559,26.48,0.1924,0.2954,BCC+FCC
1,1.8652,1.95,4.8245,67.775,0.052,26.3575,0.18,0.29,BCC+FCC
1,3.1804,1.8,4.707,60.725,0.0585,25.1225,0.2015,0.2956,BCC+FCC
1,2.9733,1.8,4.742,65.75,0.0557,28.225,0.1911,0.2908,BCC+FCC
1,1.9135,2,4.8145,59.045,0.0513,22.454,0.1835,0.2941,BCC+FCC
1,2.0526,2,4.857,60.71,0.0451,23.371,0.1674,0.2875,BCC+FCC
1,2.4188,1.95,4.832,58.915,0.0456,22.558,0.1697,0.2876,BCC+FCC
1,3.3527,1.85,4.782,55.325,0.0467,19.855,0.1739,0.2877,BCC+FCC
1,4.8257,1.75,4.732,51.735,0.0478,15.716,0.1777,0.2878,BCC+FCC
1,1.7439,2,4.807,62.405,0.0533,24.9755,0.1864,0.2948,BCC+FCC
1,3.841,1.8,4.7495,56.89,0.0511,22.046,0.1824,0.2891,BCC+FCC
1,2.709,1.85,4.7245,60.38,0.0567,25.364,0.1969,0.2953,BCC+FCC
1,3.3197,1.8,4.6995,58.585,0.0576,24.159,0.1999,0.2954,BCC+FCC
1,3.5118,1.8,4.742,60.25,0.0535,25.455,0.1869,0.2901,BCC+FCC
1,2.0322,1.9,4.7845,67.2,0.0529,28.52,0.1828,0.2905,BCC+FCC
1,2.5008,1.85,4.7595,65.405,0.0538,28.5355,0.1861,0.2905,BCC+FCC
1,2.4632,1.7,4.612,71.795,0.0467,35.3045,0.1845,0.2888,BCC+FCC
1,4.2152,1.8,4.7495,51.39,0.0467,15.854,0.1753,0.2876,BCC+FCC
1,2.0436,1.95,4.732,56.805,0.0568,22.097,0.199,0.2997,BCC+FCC
1,3.044,1.85,4.7245,54.88,0.0548,20.42,0.1934,0.2949,BCC+FCC
1,4.0264,1.8,4.742,54.75,0.0503,20.485,0.1814,0.289,BCC+FCC
1,6.7862,1.7,4.692,51.16,0.0517,15.872,0.1859,0.2891,BCC+FCC
1,2.2152,1.9,4.6995,58.37,0.0571,24.288,0.2012,0.2993,BCC+FCC
1,2.2973,1.9,4.742,60.035,0.0548,25.6055,0.1917,0.2951,BCC+FCC
1,2.9485,1.85,4.7595,59.905,0.0519,25.6965,0.1827,0.2899,BCC+FCC
1,3.6503,1.8,4.7345,58.11,0.0527,24.444,0.1855,0.29,BCC+FCC
1,2.1752,1.85,4.7445,66.625,0.0525,30.5675,0.183,0.2903,BCC+FCC
1,5.4681,1.75,4.717,47.455,0.0466,10.5235,0.1766,0.2876,BCC+FCC
1,1.7373,2,4.7495,56.46,0.055,22.304,0.1933,0.2994,BCC+FCC
1,2.3268,1.95,4.8095,57.995,0.0476,23.9035,0.1724,0.2887,BCC+FCC
1,2.2264,1.9,4.692,56.23,0.0561,22.875,0.1987,0.2991,BCC+FCC
1,3.7487,1.8,4.727,55.97,0.0519,23.005,0.184,0.2898,BCC+FCC
1,4.8351,1.75,4.702,54.175,0.0526,21,0.1869,0.2899,BCC+FCC
1,2.1115,1.9,4.7695,62.92,0.051,28.744,0.1782,0.2901,BCC+FCC
1,2.1948,1.85,4.737,64.485,0.0515,30.622,0.1802,0.2901,BCC+FCC
1,2.2737,1.8,4.7045,66.05,0.0508,32.5,0.1804,0.2897,BCC+FCC
1,2.2072,2,4.8345,54.29,0.0433,20.476,0.164,0.2872,BCC+FCC
1,2.3811,1.95,4.767,50.83,0.0499,16.078,0.1821,0.2937,BCC+FCC
1,2.0603,1.95,4.717,52.525,0.0549,18.53,0.1946,0.2993,BCC+FCC
1,2.1861,1.95,4.7595,54.19,0.0516,20.765,0.184,0.2944,BCC+FCC
1,2.8314,1.9,4.777,54.06,0.0476,20.83,0.1738,0.2886,BCC+FCC
1,2.0274,1.9,4.7685,61.185,0.0553,22.9435,0.19,0.3319,BCC+FCC
1,2.2918,1.85,4.7435,59.39,0.0559,22.178,0.1918,0.332,BCC+FCC
1,2.7137,1.85,4.7285,55.11,0.0545,19.984,0.1906,0.3317,BCC+FCC
1,3.0964,1.8,4.7035,53.315,0.0552,18.0725,0.1925,0.3318,BCC+FCC
1,2.3381,1.9,4.746,60.265,0.0565,24.608,0.1938,0.3324,BCC+FCC
1,2.2004,1.95,4.771,56.56,0.0524,21.778,0.1857,0.3315,BCC+FCC
1,2.111,1.95,4.7635,59.92,0.0548,24.884,0.19,0.3322,BCC+FCC
1,1.9452,1.95,4.756,63.28,0.0559,27.318,0.1922,0.3324,BCC+FCC
1,2.5603,1.9,4.731,55.985,0.0548,22.589,0.1913,0.3321,BCC+FCC
1,2.0112,1.95,4.7485,61.14,0.055,27.038,0.1903,0.3322,BCC+FCC
1,1.7767,2.05,4.806,55.87,0.0497,22.261,0.1784,0.3311,BCC+FCC
1,2.7166,1.9,4.731,50.485,0.0517,16.216,0.186,0.3313,BCC+FCC
1,1.5789,2.05,4.756,57.565,0.0551,24.2045,0.1922,0.3362,BCC+FCC
1,2.2494,1.95,4.7485,55.64,0.0532,22.796,0.1871,0.3319,BCC+FCC
1,2.6333,1.9,4.7235,53.845,0.054,20.9375,0.1899,0.332,BCC+FCC
1,1.7253,2,4.766,60.795,0.0531,27.314,0.1847,0.332,BCC+FCC
1,1.5451,2.1,4.8235,55.525,0.0483,22.5025,0.174,0.331,BCC+FCC
1,1.8099,2.05,4.7985,53.73,0.049,20.812,0.177,0.331,BCC+FCC
1,1.6537,2.05,4.791,57.09,0.0508,24.537,0.179,0.3316,BCC+FCC
1,2.2836,1.95,4.741,53.5,0.0523,21.11,0.1854,0.3318,BCC+FCC
1,3.1387,1.85,4.691,49.91,0.0539,16.247,0.1912,0.3319,BCC+FCC
1,1.9018,1.9,4.6935,61.785,0.0518,30.6405,0.1842,0.3308,BCC+FCC
1,1.958,1.85,4.661,63.35,0.05,32.675,0.1821,0.3295,BCC+FCC
1,1.5592,2.1,4.816,53.385,0.0476,21.019,0.1723,0.3308,BCC+FCC
1,2.2862,1.95,4.7335,51.36,0.0515,18.996,0.1836,0.3316,BCC+FCC
1,1.7449,2,4.751,56.515,0.0512,25.401,0.1799,0.3317,BCC+FCC
1,1.3078,2.15,4.795,57.105,0.0537,24.006,0.187,0.3708,BCC+FCC
1,1.7701,2.05,4.7375,51.375,0.0544,19.0425,0.1913,0.3708,BCC+FCC
1,1.4588,2.1,4.74,52.25,0.0524,21.735,0.184,0.3702,BCC+FCC
1,50.0014,1.6,4.5965,67.625,0.0488,20.7925,0.1601,0.1771,BCC+FCC
1,31.3935,1.55,4.5715,65.83,0.0497,21.03,0.1622,0.1772,BCC+FCC
1,53.2338,1.55,4.6165,69.45,0.0506,22.435,0.1662,0.1783,BCC+FCC
1,16.5232,1.5,4.644,67.915,0.0495,23.115,0.1641,0.1774,BCC+FCC
1,17.6835,1.5,4.6965,68.175,0.0469,23.375,0.1591,0.1759,BCC+FCC
1,5.304,1.7,4.684,78.195,0.0494,18.0255,0.1644,0.1796,BCC+FCC
1,15.9448,1.6,4.6865,74.865,0.0506,21.7955,0.1676,0.1793,BCC+FCC
1,10.4416,1.5,4.5315,70.755,0.0536,23.6095,0.1771,0.18,BCC+FCC
1,4.0454,1.7,4.729,81.815,0.05,17.4505,0.1667,0.1806,BCC+FCC
1,10.4844,1.6,4.679,78.225,0.052,21.1225,0.1726,0.1808,BCC+FCC
1,18.5309,1.55,4.564,63.69,0.0488,21.219,0.1616,0.177,BCC+FCC
1,36.1488,1.55,4.6615,67.57,0.0479,23.46,0.1617,0.1772,BCC+FCC
1,9.3883,1.65,4.7565,74.78,0.0475,22.426,0.1613,0.1782,BCC+FCC
1,16.3437,1.5,4.6815,69.395,0.0499,25.285,0.1678,0.1784,BCC+FCC
1,10.5241,1.5,4.5615,70.095,0.0516,26.675,0.1764,0.1805,BCC+FCC
1,5.488,1.65,4.6815,79.1,0.0487,23.29,0.1676,0.1811,BCC+FCC
1,22.8079,1.5,4.6065,73.715,0.052,27.6535,0.1781,0.1814,BCC+FCC
1,3.9985,1.65,4.674,82.46,0.0471,22.798,0.1661,0.1811,BCC+FCC
1,11.0251,1.5,4.6065,68.215,0.0508,27.5765,0.174,0.1804,BCC+FCC
1,5.9506,1.65,4.674,76.96,0.0475,25.332,0.1652,0.1808,BCC+FCC
1,68.8248,1.55,4.624,73.37,0.0497,28.033,0.1728,0.181,BCC+FCC
1,16.0243,1.5,4.599,71.575,0.0508,28.845,0.1762,0.1811,BCC+FCC
1,6.9726,1.6,4.6415,78.525,0.047,26.585,0.1676,0.181,BCC+FCC
1,15.3794,1.55,4.6315,64.51,0.0477,25.912,0.1656,0.1787,BCC+FCC
1,26.665,1.55,4.624,67.87,0.0488,27.887,0.1693,0.1801,BCC+FCC
1,42.5978,1.55,4.6765,68.13,0.0486,28.173,0.1683,0.1798,BCC+FCC
