iter	MultiClass
274	0.2333058042
275	0.2321647436
276	0.2310064257
277	0.2305978398
278	0.2295890557
279	0.2289836072
280	0.2280624568
281	0.227979153
282	0.2273347784
283	0.2257187209
284	0.2248285062
285	0.2237638303
286	0.2232527669
287	0.2228231911
288	0.2215971866
289	0.2210253017
290	0.2201722213
291	0.2192491487
292	0.2189277517
293	0.2182520266
294	0.2174089602
295	0.216477949
296	0.2158055598
297	0.215149154
298	0.2139356985
299	0.2134015239
300	0.2131775729
301	0.2120216489
302	0.2114788553
303	0.2103214865
304	0.2097775345
305	0.2088784409
306	0.2077207539
307	0.207243107
308	0.2067887676
309	0.2060764464
310	0.2051353608
311	0.2044868547
312	0.2041471482
313	0.2038745749
314	0.2035364999
315	0.2021475918
316	0.2012999659
317	0.2011488923
318	0.2006845119
319	0.1993428962
320	0.1983838103
321	0.1978234625
322	0.1966971091
323	0.1960058933
324	0.1956183171
325	0.1948209252
326	0.1943535335
327	0.1938200471
328	0.1930685574
329	0.1922907227
330	0.1916383573
331	0.1903066564
332	0.1897855041
333	0.1886728397
334	0.1883020762
335	0.187660842
336	0.1870938182
337	0.186489882
338	0.1860164607
339	0.1854793098
340	0.18456603
341	0.1840949886
342	0.1831575818
343	0.1827986923
344	0.1820293894
345	0.1812095252
346	0.1807012581
347	0.1799413355
348	0.1790946271
349	0.1783676569
350	0.1774811916
351	0.1772570093
352	0.1768216502
353	0.1760285954
354	0.1755806818
355	0.1752055357
356	0.1750964215
357	0.1742900467
358	0.1738717249
359	0.1735615918
360	0.1729703563
361	0.1723139333
362	0.1717965287
363	0.1714993606
364	0.1704973586
365	0.1700619826
366	0.1696129713
367	0.1689931393
368	0.1683663011
369	0.167915125
370	0.1672014463
371	0.1670515937
372	0.1665023436
373	0.1660859768
374	0.1655575129
375	0.1654587245
376	0.1648415347
377	0.1641839328
378	0.1637271438
379	0.1634815092
380	0.1631627928
381	0.1624311139
382	0.1615885721
383	0.1614144702
384	0.1608647967
385	0.160345283
386	0.1600709848
387	0.1597088175
388	0.1594216601
389	0.1589275338
390	0.1587797718
391	0.1582882812
392	0.1581300942
393	0.1577329283
394	0.1573003526
395	0.156791044
396	0.1563703378
397	0.1559119386
398	0.1553886916
399	0.1548340537
400	0.1546187181
401	0.1540463196
402	0.153557299
403	0.1530306899
404	0.1526391293
405	0.1520658126
406	0.1516392449
407	0.1513027704
408	0.1511211513
409	0.1507212733
410	0.1503882312
411	0.1497880014
412	0.1494563004
413	0.1488928087
414	0.1481953076
415	0.1476188885
416	0.1472932434
417	0.1470151261
418	0.1465336263
419	0.1462749212
420	0.1459857573
421	0.145880796
422	0.1452974649
423	0.1451748741
424	0.1448661289
425	0.1445359096
426	0.1441374268
427	0.143876593
428	0.1435065894
429	0.1430145857
430	0.1423443688
431	0.1414489772
432	0.1410743275
433	0.1408005149
434	0.1401563163
435	0.1400094026
436	0.1396839822
437	0.1394360906
438	0.139078778
439	0.1387899811
440	0.1387454935
441	0.138468572
442	0.13836643
443	0.1379565286
444	0.1377426197
445	0.1373133772
446	0.1369642908
447	0.1367083848
448	0.1365380605
449	0.1361937568
450	0.1358281794
451	0.1355226705
452	0.1353310412
453	0.1347461193
454	0.1343555711
455	0.1339821457
456	0.1335984022
457	0.133302798
458	0.1330006593
459	0.1327013795
460	0.1321752111
461	0.1317843273
462	0.1316227223
463	0.1311740987
464	0.1307322563
465	0.130586861
466	0.1299524694
467	0.1294819855
468	0.1292527778
469	0.1287866465
470	0.1286796396
471	0.1285539497
472	0.1282220465
473	0.1279117648
474	0.1275468969
475	0.1271731356
476	0.1270479996
477	0.1266962452
478	0.1263834002
479	0.1261908348
480	0.125888432
481	0.1257047521
482	0.1253875023
483	0.1248548497
484	0.1247227092
485	0.1244002039
486	0.1240481648
487	0.1238367938
488	0.123398284
489	0.123078744
490	0.1230443286
491	0.1225754339
492	0.1223957594
493	0.1220593525
494	0.1216551107
495	0.121365094
496	0.1209201624
497	0.1206485525
498	0.1203675882
499	0.1200476272
500	0.1195003835
501	0.119278522
502	0.1188503989
503	0.1185190443
504	0.1184039066
505	0.1180791194
506	0.1175698893
507	0.1175246559
508	0.1172554314
509	0.117125826
510	0.116807519
511	0.1163519354
512	0.1160443354
513	0.1156341166
514	0.1151882041
515	0.1151091712
516	0.1148813305
517	0.1143260228
518	0.1142587111
519	0.1140904744
520	0.1139725754
521	0.1136961436
522	0.113472818
523	0.113198482
524	0.113088444
525	0.1127551601
526	0.1123252727
527	0.1119734849
528	0.1115946815
529	0.1112044377
530	0.1108609504
531	0.110532789
532	0.1101298992
533	0.1098429144
534	0.109627413
535	0.1094576373
536	0.1089985645
537	0.1086744719
538	0.1083267145
539	0.1080456383
540	0.107778309
541	0.1076282007
542	0.1072433801
543	0.1070920963
544	0.1070341269
545	0.1068725833
546	0.1067612808
547	0.1065616171
548	0.1062285367
549	0.1061075895
