Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Pm,ΔH,ΔS,Ω,δ-r,VEC,n,e/n,Tm,ρ,r,χ,m,e/a,Ec,EWF,ABE,SHA,SLHF,α,HD,YM,B,G,υ,G/B,ad-VEC,ad-n,ad-e/n,ad-Tm,ad-ρ,ad-r,ad-χ,ad-m,ad-e/a,ad-Ec,ad-EWF,ad-ABE,ad-SHA,ad-SLHF,ad-α,ad-HD,ad-YM,ad-B,ad-G,ad-υ,ad-G/B,δ-VEC,δ-n,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-m,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SHA,δ-SLHF,δ-α,δ-HD,δ-YM,δ-B,δ-G,δ-υ,δ-G/B
0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC,3,5.0796,11.5256,3.7807,0.0114,9.5,27.5,0.3443,1666.25,8.6425,125.4025,1.88,59.2543,1.75,4.15,4.825,58.8,7.0025,2.1625,13.9,129.5,187.5,172.075,63.1,0.3362,0.37,1.0,1.0,0.0239,154.125,0.3812,1.1988,0.025,2.1459,0.375,0.33,0.25,5.6,1.4912,0.2275,1.4,72.0,28.75,19.875,19.25,0.0393,0.1,0.1177,0.0407,0.0775,0.1083,0.0511,0.0164,0.0466,0.2474,0.0929,0.0541,0.1163,0.2589,0.1257,0.1278,0.6244,0.1784,0.1337,0.3077,0.133,0.304
0.0,22.2222,22.2222,0.0,22.2222,22.2222,0.0,11.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-10.8014,13.1453,2.2873,0.0532,7.7778,25.7778,0.2976,1879.4426,7.7933,127.0654,1.7889,55.4223,1.7778,4.3633,4.7367,58.7555,7.8278,2.3178,11.1555,130.6665,212.6665,170.6332,73.611,0.3138,0.4356,1.6296,1.6296,0.0469,147.2585,1.0,4.2409,0.1126,3.2018,0.3457,0.1541,0.3007,5.0173,0.8296,0.3753,2.4148,62.9629,29.4813,18.9481,25.9407,0.061,0.157,0.2483,0.0749,0.1867,0.0912,0.1725,0.0708,0.0678,0.2339,0.0485,0.0656,0.1095,0.1396,0.1796,0.2571,0.5566,0.2132,0.1427,0.4148,0.2328,0.4427
0.0,0.0,35.0,5.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,BCC+FCC,3,-1.4734,12.3288,15.4173,0.0327,7.65,25.65,0.2954,1842.5,7.8155,126.8505,1.734,55.2711,1.6,3.9375,4.5575,53.925,7.768,2.456,12.365,177.0,225.95,157.64,90.98,0.2576,0.583,1.415,1.415,0.038,236.25,0.576,3.3547,0.1254,2.4258,0.48,0.4517,0.2463,6.9925,1.0292,0.3544,4.5415,129.2,37.135,15.45,16.464,0.0404,0.1147,0.2159,0.0644,0.148,0.149,0.0872,0.0776,0.0561,0.3062,0.1392,0.0742,0.1684,0.1575,0.1534,0.4568,0.9279,0.1868,0.1278,0.2064,0.1686,0.2117
0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,BCC,3,-5.6918,13.381,6.9653,0.0315,5.4,50.6,0.1263,2962.8,12.204,138.092,1.85,120.9176,1.6,7.34,4.4,71.94,9.088,2.71,6.34,172.2,231.8,218.82,88.16,0.333,0.38,0.48,18.32,0.0431,423.76,4.6728,3.8864,0.328,49.1819,0.48,1.02,0.14,6.904,1.7496,0.512,1.232,78.24,110.56,54.024,41.752,0.0344,0.088,0.0907,0.393,0.419,0.1722,0.4113,0.1856,0.4355,0.3062,0.1664,0.0329,0.1291,0.2487,0.2157,0.2198,0.4997,0.5123,0.2641,0.5084,0.1174,0.2594
9.8039,19.6078,19.6078,0.0,19.6078,19.6078,0.0,0.0,0.0,11.7647,0.0,0.0,0.0,0.0,0.0,IM,1,-14.0349,14.6102,1.9602,0.0587,7.3529,26.6862,0.2817,1883.0356,7.7094,128.636,1.7735,57.7845,1.7843,4.5974,4.6804,58.7195,7.3943,2.282,12.0157,120.2939,195.4898,167.3232,70.3646,0.3159,0.4292,1.9377,4.0061,0.06,320.4441,1.1859,6.2058,0.1174,9.0704,0.4921,0.6994,0.3095,6.4506,1.242,0.4058,3.4748,63.6907,45.8979,20.6505,26.7082,0.0563,0.146,0.2997,0.2495,0.2565,0.239,0.2299,0.0695,0.2714,0.3387,0.2445,0.0705,0.1576,0.2656,0.2234,0.4023,0.6267,0.322,0.1924,0.4219,0.2147,0.4184
38.4615,15.3846,15.3846,0.0,15.3846,15.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-14.9995,12.6322,1.2723,0.0683,6.2308,21.1538,0.2808,1510.6908,6.0877,131.7914,1.7392,45.0649,2.2308,3.9515,4.5923,50.2384,5.7054,1.8938,16.0154,91.6153,165.2306,139.7152,60.3999,0.3152,0.4285,2.5562,6.2722,0.0479,444.3786,2.6059,8.7526,0.1238,13.9099,0.5917,0.432,0.297,12.7219,3.0118,0.626,5.8343,67.6212,73.2544,46.4734,30.1538,0.0436,0.1153,0.4502,0.3096,0.1794,0.3165,0.4494,0.0732,0.321,0.3123,0.1153,0.0734,0.268,0.5494,0.3712,0.4026,0.9066,0.4797,0.353,0.5326,0.1802,0.3545
0.0,0.0,25.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,BCC+FCC,3,1.5877,13.2759,14.7191,0.0322,8.15,26.15,0.3084,1760.3,7.9905,127.1395,1.758,56.4261,1.6,3.8765,4.5725,53.215,7.308,2.36,13.415,173.0,211.05,155.48,84.26,0.2712,0.545,1.595,1.595,0.0408,230.13,0.6527,3.3424,0.1322,3.0427,0.48,0.4986,0.2543,7.7405,1.2728,0.356,4.2995,130.8,33.975,17.926,15.12,0.0431,0.1215,0.2238,0.0698,0.1536,0.1614,0.0903,0.0799,0.0664,0.3062,0.1445,0.074,0.174,0.2214,0.1605,0.4006,0.9641,0.2221,0.135,0.2498,0.1751,0.2449
0.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC,1,-18.8409,11.5256,1.1085,0.0718,7.75,25.75,0.295,1812.0,7.5325,129.99,1.79,55.3345,2.0,4.49,4.745,57.925,7.305,2.0925,12.275,132.0,184.0,166.625,57.1,0.3513,0.335,1.875,1.875,0.0566,64.5,1.5163,8.08,0.125,3.7338,0.0,0.18,0.33,6.8625,1.06,0.2975,1.275,69.5,34.0,25.3625,25.25,0.0543,0.135,0.2939,0.0885,0.2293,0.0442,0.2386,0.0822,0.0809,0.0,0.0481,0.0716,0.1428,0.1814,0.1673,0.1145,0.5946,0.2146,0.1891,0.4548,0.1551,0.4052
0.0,14.8148,14.8148,0.0,14.8148,29.6296,0.0,18.5185,0.0,0.0,0.0,7.4074,0.0,0.0,0.0,IM,1,-16.8315,14.2518,1.5972,0.0643,7.4815,25.4815,0.2876,1886.3314,7.4689,129.1551,1.7674,54.7355,1.8518,4.4989,4.7204,58.2888,7.4426,2.2689,11.1555,113.8517,193.7776,165.5739,67.6851,0.3257,0.403,2.096,2.096,0.0607,151.2094,1.3821,6.6565,0.1364,3.9176,0.2524,0.2502,0.3374,6.2519,0.9277,0.3773,2.2453,55.9615,38.5515,21.5122,27.1583,0.0577,0.1476,0.3073,0.0902,0.2319,0.0921,0.2199,0.0823,0.0783,0.1918,0.072,0.074,0.1301,0.1616,0.1866,0.235,0.5856,0.2635,0.1647,0.4488,0.2061,0.4363
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6666667,0.0,16.6666667,0.0,50.0,0.0,0.0,16.6666667,IM,3,-1.3792,10.3298,16.6871,0.0748,4.6667,28.6667,0.176,2228.0,6.325,140.6833,1.56,64.1372,1.8333,5.7667,4.2633,56.5833,6.5267,1.97,8.0333,118.8333,112.1667,145.4667,38.95,0.3803,0.2617,0.4444,7.8889,0.0433,174.0,0.8133,9.0833,0.0833,18.6186,0.2778,0.7622,0.0711,8.5556,1.2944,0.31,0.9889,32.5556,17.1111,20.8111,11.6667,0.0243,0.0583,0.101,0.2923,0.2732,0.1116,0.189,0.069,0.3085,0.2033,0.1575,0.0225,0.1642,0.2208,0.1839,0.1641,0.2958,0.1915,0.1567,0.3287,0.0674,0.236
0.0,10.0,25.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,FCC,3,-4.5424,11.7645,4.7943,0.0182,8.35,26.35,0.3142,1851.15,8.195,125.1475,1.8105,56.2854,1.75,4.242,4.79,59.75,7.949,2.49,11.695,128.8,222.75,173.045,86.145,0.2846,0.5095,1.45,1.45,0.0381,164.425,0.701,0.9853,0.1013,2.4556,0.375,0.2032,0.33,5.07,0.6959,0.283,2.7475,70.44,28.125,14.315,14.1775,0.0418,0.1173,0.1941,0.0615,0.1376,0.1075,0.0901,0.0644,0.0495,0.2474,0.0784,0.0717,0.1098,0.0934,0.1297,0.3203,0.7966,0.1472,0.0995,0.2383,0.1955,0.2968
3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,24.25,0.0,0.0,0.0,24.25,24.25,BCC,3,-1.4689,12.3002,19.17,0.0489,4.2125,42.8275,0.1183,2289.3025,8.052,151.5047,1.4475,100.3526,1.7875,6.1909,4.149,49.5352,5.2529,1.7905,7.886,112.7275,91.0975,128.1637,28.3513,0.3978,0.2197,0.3819,14.1487,0.0393,328.5366,2.7917,7.2704,0.1285,37.8967,0.3819,0.8184,0.1688,8.5674,0.8556,0.3344,2.0651,47.3093,18.8204,21.7456,6.6942,0.0137,0.0336,0.1132,0.4312,0.4136,0.1713,0.4155,0.0904,0.4824,0.2667,0.1731,0.0427,0.2055,0.2352,0.2363,0.41,0.438,0.2144,0.204,0.2831,0.0424,0.1873
0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.25,0.0,21.25,21.25,0.0,0.0,0.0,21.25,IM,3,-0.794,13.3111,43.2957,0.0535,4.725,43.7,0.1218,2582.5625,9.2419,146.3028,1.5926,102.1437,1.6375,6.7116,4.2876,58.61,6.5605,2.0939,7.0975,117.375,150.2875,165.72,51.0888,0.3747,0.2766,0.6162,12.4525,0.0319,465.8531,3.4576,5.9276,0.1733,33.4927,0.4622,0.9874,0.117,12.631,1.6792,0.5005,1.4046,47.6531,68.7916,43.7495,29.4382,0.0382,0.0934,0.1496,0.3879,0.3218,0.1968,0.4636,0.1605,0.4373,0.2936,0.1731,0.0386,0.2195,0.2846,0.2661,0.2475,0.4811,0.5641,0.3168,0.6936,0.1135,0.3797
0.0,22.72727273,0.0,0.0,22.72727273,22.72727273,9.090909091,0.0,0.0,0.0,0.0,22.72727273,0.0,0.0,0.0,IM,3,-9.3194,13.0108,2.7441,0.032,7.8182,27.4545,0.2892,1965.5455,8.1459,127.2532,1.8441,59.7257,1.9091,4.8064,4.725,62.9773,8.0268,2.28,11.1909,159.3182,199.9091,184.9318,69.2,0.335,0.3745,1.6116,2.8926,0.0593,268.0165,1.0417,3.6134,0.1037,6.5862,0.1653,0.595,0.3182,2.5702,0.582,0.2727,2.4215,55.4339,32.686,21.2252,21.8636,0.0413,0.1041,0.2397,0.1797,0.2366,0.1737,0.1546,0.0782,0.1986,0.1506,0.1556,0.0709,0.0508,0.0828,0.1397,0.2514,0.4242,0.2617,0.1607,0.3604,0.134,0.3015
0.0,0.0,29.7619048,1.7857143,29.7619048,0.0,0.0,0.0,0.0,0.0,0.0,29.7619048,8.9285714,0.0,0.0,BCC+FCC,3,-2.7981,11.3874,8.1287,0.0308,6.4762,24.4762,0.2625,1997.375,7.1332,127.6185,1.6961,53.2968,1.6845,4.3974,4.4074,56.3577,8.1438,2.345,10.0631,158.9286,203.9286,157.3101,80.9935,0.2824,0.5177,1.1621,1.1621,0.0342,219.1964,0.6031,3.6946,0.087,2.1759,0.4319,0.5432,0.1189,4.5146,0.7038,0.3185,3.3489,60.9056,48.8946,6.7737,20.2459,0.0506,0.1405,0.207,0.0548,0.1491,0.1208,0.1031,0.058,0.0467,0.2759,0.1588,0.0305,0.1149,0.1092,0.1507,0.4348,0.693,0.2905,0.0734,0.3131,0.2072,0.3099
14.2857,0.0,14.2857,0.0,14.2857,28.5714,0.0,0.0,14.2857,14.2857,0.0,0.0,0.0,0.0,0.0,IM,1,-15.2787,14.5318,2.0143,0.0634,6.8571,33.4285,0.2436,2117.855,9.0828,131.5684,1.84,75.5649,1.8571,5.3029,4.6329,61.9714,7.7386,2.5057,11.4286,110.7142,210.8569,179.2284,84.2428,0.3023,0.4614,2.1224,13.7551,0.085,648.9786,2.9506,8.0183,0.1886,35.8902,0.4898,1.6755,0.2955,11.0612,2.1812,0.5078,4.6531,68.1631,76.6938,39.604,29.4326,0.0357,0.0959,0.3523,0.545,0.4144,0.3866,0.5143,0.1336,0.6307,0.344,0.3615,0.0735,0.2477,0.4093,0.2929,0.5205,0.8077,0.4941,0.3474,0.4729,0.1674,0.2927
19.3548,16.129,16.129,16.129,16.129,16.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-5.9602,14.8761,4.0114,0.0556,7.6774,24.129,0.3072,1607.1903,7.2581,128.7617,1.7923,51.8372,1.871,3.9948,4.6671,53.2967,6.2545,2.0687,14.5355,100.9675,179.5158,152.0578,64.8289,0.3158,0.4265,2.3517,4.3496,0.048,341.3634,1.7864,5.5771,0.1132,9.6215,0.5619,0.397,0.2632,9.3913,2.449,0.469,4.2071,64.8593,58.3663,32.7961,27.3267,0.0463,0.1228,0.36,0.2349,0.1785,0.2521,0.3197,0.0679,0.244,0.3777,0.1074,0.0655,0.2093,0.4302,0.2855,0.3731,0.7794,0.3811,0.2658,0.4598,0.1858,0.3688
71.4285714,9.5238095,9.5238095,0.0,0.0,9.5238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-13.221,7.5836,0.6923,0.0599,4.5238,16.8095,0.2544,1207.0,4.3038,137.9405,1.669,35.4273,2.619,3.6529,4.4524,41.5571,3.5414,1.479,20.0286,49.5714,115.5238,108.3762,43.5333,0.3275,0.3948,2.1769,5.4422,0.0346,391.4286,2.2912,7.4707,0.0861,12.0648,0.5442,0.3755,0.2463,11.2245,2.502,0.5701,5.102,49.3878,65.034,41.5374,21.073,0.0269,0.0725,0.5692,0.3624,0.1756,0.3702,0.5974,0.0664,0.38,0.2493,0.1159,0.0697,0.3046,0.7864,0.4492,0.2968,1.4226,0.6441,0.432,0.6404,0.1362,0.3041
0.0,18.18181818,18.18181818,0.0,18.18181818,38.19709702,0.0,0.0,0.0,7.257448434,0.0,0.0,0.0,0.0,0.0,IM,2,-8.4645,12.3701,2.7865,0.0376,8.3644,27.6707,0.3073,1906.7166,8.3733,125.9843,1.822,59.4842,1.7456,4.5672,4.8247,61.9615,7.8909,2.4477,11.3918,120.2704,211.1054,178.5163,77.7446,0.309,0.4457,1.4806,2.1863,0.0477,221.7775,0.6097,2.4553,0.0912,4.8511,0.3794,0.4359,0.3123,3.7902,0.6139,0.2783,2.4819,59.076,24.6889,12.0852,18.8988,0.0467,0.1192,0.2056,0.1444,0.2099,0.1507,0.0803,0.0599,0.163,0.2495,0.1859,0.0669,0.0676,0.0871,0.1298,0.2573,0.5769,0.1955,0.0769,0.3178,0.2049,0.3761
4.761904762,19.04761905,19.04761905,9.523809524,19.04761905,19.04761905,0.0,9.523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC,3,-8.4419,15.4329,3.2627,0.0557,7.8571,25.4762,0.3022,1784.7143,7.66,127.9024,1.791,54.8417,1.7619,4.2338,4.7067,56.5095,7.1776,2.221,12.2762,117.4762,198.0,163.1476,68.9905,0.3179,0.4233,1.9048,2.4127,0.0496,190.3673,1.2533,4.9298,0.1149,5.0659,0.4354,0.273,0.2806,6.8463,1.4855,0.3955,2.8916,64.0181,40.7619,23.298,27.5156,0.057,0.1486,0.292,0.1352,0.195,0.1631,0.222,0.0716,0.1371,0.2985,0.0882,0.0646,0.1501,0.2686,0.2146,0.3268,0.6379,0.2842,0.1892,0.4438,0.2151,0.4278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,BCC,3,-6.2635,11.5256,5.4826,0.0343,5.25,52.75,0.1222,2979.5,12.6975,138.55,1.7725,127.1595,1.75,7.47,4.35,72.425,9.0675,2.6425,6.65,157.75,207.5,207.275,79.275,0.3417,0.3575,0.375,20.75,0.0476,513.0,5.3475,4.4,0.2937,55.2355,0.375,1.08,0.1,8.3875,2.1563,0.5388,1.15,76.125,101.75,50.2125,38.8625,0.0312,0.0775,0.0825,0.4115,0.4783,0.191,0.4334,0.1933,0.4498,0.2474,0.1786,0.027,0.1426,0.2786,0.2406,0.2099,0.5744,0.5838,0.2858,0.5803,0.1144,0.2743
0.0,12.5,12.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,IM,3,-1.0344,10.085,17.3421,0.0362,7.625,25.625,0.2968,1778.75,7.8113,127.0613,1.745,55.5231,1.875,3.9312,4.4625,53.6625,8.1475,2.1888,13.825,242.875,216.0,159.2125,79.6125,0.2819,0.5175,0.7188,0.7188,0.0201,132.5625,0.3259,3.9694,0.1188,1.1743,0.2188,0.5056,0.1812,7.8312,0.8206,0.1728,3.9375,131.0938,15.75,17.6062,10.6094,0.0389,0.1069,0.1124,0.0334,0.0805,0.1089,0.0589,0.0732,0.0319,0.1764,0.1497,0.0592,0.1736,0.1133,0.1274,0.3604,0.6349,0.113,0.1462,0.2339,0.1947,0.2818
25.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,IM,3,-21.5599,12.9664,1.2171,0.0543,4.125,33.125,0.1546,2023.75,6.7912,147.3,1.5775,76.1308,2.125,5.4875,4.2713,48.0125,4.9138,1.6775,11.35,97.5,127.875,133.9875,42.125,0.3696,0.2888,0.6875,15.625,0.0517,586.75,3.3319,6.475,0.1619,38.7063,0.4375,1.3675,0.1159,11.4188,2.0488,0.4713,6.125,60.0,64.8125,47.0813,27.1375,0.0424,0.1038,0.2247,0.5669,0.3731,0.3819,0.6455,0.1541,0.6276,0.2821,0.2836,0.0382,0.2878,0.5121,0.3615,0.6437,0.7207,0.6658,0.4415,0.8154,0.1197,0.3776
20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,IM,1,-29.3176,13.381,0.869,0.078,5.0,28.6,0.1936,1904.0,6.226,143.514,1.592,63.5824,2.0,5.29,4.392,50.42,5.17,1.704,12.14,111.6,113.6,136.08,30.72,0.391,0.236,1.6,9.52,0.0708,442.8,2.1008,7.7488,0.1256,22.7861,0.4,1.296,0.2432,12.024,1.844,0.4088,5.248,71.92,39.12,40.176,8.024,0.0224,0.0552,0.4195,0.3744,0.4318,0.3088,0.3792,0.1105,0.3999,0.3162,0.277,0.0728,0.2551,0.4209,0.2836,0.5229,0.7439,0.4516,0.3217,0.2847,0.0739,0.2991
4.7619,19.0476,19.0476,0.0,19.0476,19.0476,0.0,0.0,0.0,0.0,0.0,0.0,19.0476,0.0,0.0,FCC,1,-6.4316,14.3353,3.9225,0.0419,7.7619,25.3809,0.3021,1759.8554,7.8028,127.5261,1.7586,54.6953,1.8571,3.9957,4.6324,54.9952,7.5614,2.259,13.8476,202.2379,212.2855,162.6141,77.1237,0.292,0.4919,1.415,1.8503,0.035,182.6395,0.8463,4.337,0.1312,3.6677,0.3265,0.4675,0.3372,8.5769,1.0155,0.3664,3.9202,132.7708,25.4148,23.9075,18.5542,0.0518,0.1395,0.2246,0.1219,0.1332,0.1586,0.1706,0.0791,0.1222,0.2512,0.1421,0.0817,0.1934,0.2012,0.196,0.384,0.7905,0.2043,0.1915,0.3288,0.2258,0.3569
30.29385035,0.0,23.23538322,0.0,23.23538322,23.23538322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-13.4282,11.466,1.376,0.0658,6.4853,22.0618,0.2825,1611.4732,6.3898,130.1837,1.7424,46.8687,2.0706,4.0057,4.5844,51.7074,6.2884,2.107,14.422,75.412,181.5298,142.5932,73.719,0.2886,0.4978,2.3372,5.4903,0.0464,411.0713,2.2356,7.8681,0.1186,12.0489,0.5631,0.3731,0.2628,10.9103,2.7255,0.6222,5.5607,41.4408,67.5734,38.3479,26.973,0.0365,0.1033,0.412,0.2777,0.1769,0.2956,0.3917,0.0708,0.284,0.3517,0.1054,0.0709,0.2396,0.4807,0.3409,0.4553,0.6594,0.4357,0.299,0.4336,0.1615,0.2617
0.0,24.99375156,16.67083229,0.0,16.67083229,24.99375156,0.0,16.67083229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,2,-14.4701,13.2117,1.7007,0.0623,7.7496,25.7496,0.2958,1862.6953,7.6989,128.2867,1.7858,55.357,1.8333,4.4125,4.7591,58.4819,7.5683,2.2542,11.4745,129.4926,203.2497,169.6194,67.4514,0.3282,0.3975,1.8335,1.8335,0.0533,131.9027,1.2362,5.9559,0.1239,3.6179,0.2778,0.1596,0.3158,5.9894,0.9338,0.3815,2.1835,68.5758,30.7149,22.325,28.2431,0.0643,0.1646,0.2744,0.0826,0.2092,0.0849,0.2032,0.0774,0.075,0.2033,0.0514,0.0683,0.1257,0.1573,0.1893,0.2324,0.5975,0.2332,0.1645,0.4622,0.2197,0.4753
9.0909,18.1818,18.1818,0.0,18.1818,18.1818,0.0,18.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-18.2472,14.6974,1.449,0.0703,7.0,24.2727,0.281,1798.9982,7.0309,130.2644,1.75,52.1499,1.9091,4.3191,4.6582,55.1545,7.0427,2.1436,12.2,113.7272,190.9089,157.3544,64.9999,0.3242,0.4082,2.1818,2.9752,0.0564,194.5454,1.7078,8.1229,0.1345,6.1895,0.3306,0.2628,0.3031,8.0132,1.6142,0.4469,3.0545,63.8346,49.2232,29.2662,30.6182,0.0613,0.1583,0.3446,0.1695,0.2215,0.1752,0.293,0.0811,0.171,0.2694,0.0873,0.0702,0.1788,0.294,0.2523,0.3647,0.6645,0.3275,0.2326,0.5098,0.2197,0.459
0.0,20.0,20.0,15.0,20.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,1.856,14.316,14.2381,0.0213,8.55,27.45,0.3137,1845.9,8.4165,125.727,1.849,59.4228,1.6,4.3065,4.7575,59.115,7.5835,2.359,11.78,130.6,215.75,175.885,77.2,0.3086,0.4465,1.495,2.14,0.0449,238.65,0.7052,1.6752,0.0832,4.8897,0.48,0.3382,0.254,5.3165,1.1984,0.3669,2.9,66.66,36.625,21.7635,23.69,0.0498,0.1305,0.2042,0.1356,0.1853,0.1856,0.0957,0.0626,0.1533,0.3062,0.1522,0.0564,0.1078,0.2128,0.1663,0.3104,0.5796,0.2367,0.1622,0.3669,0.2073,0.3829
30.76923077,15.38461538,15.38461538,0.0,15.38461538,15.38461538,7.692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-13.364,14.2324,1.7697,0.0648,6.4615,23.3846,0.274,1661.6923,6.6669,131.26,1.7815,50.3702,2.0769,4.2154,4.6169,53.0308,6.2731,2.04,14.5923,108.1538,185.1538,154.0,67.6692,0.3123,0.4362,2.3432,6.3905,0.0542,448.426,2.4412,8.0985,0.143,14.3927,0.568,0.5434,0.2819,11.8959,2.7588,0.6185,5.5432,76.1893,70.8639,45.9692,32.0639,0.0431,0.1134,0.41,0.348,0.2239,0.3445,0.4132,0.0918,0.3741,0.3514,0.205,0.0703,0.2547,0.4847,0.351,0.456,0.8085,0.4599,0.3647,0.5151,0.1814,0.3468
21.2766,0.0,21.2766,0.0,21.2766,21.2766,0.0,10.6383,4.2553,0.0,0.0,0.0,0.0,0.0,0.0,BCC,1,-16.8164,14.0487,1.4862,0.0698,6.4255,24.8511,0.2665,1779.0422,6.9813,131.3202,1.7557,54.0888,2.0,4.3436,4.5755,53.6681,6.7683,2.1923,12.9574,87.6595,191.5319,150.8702,74.7766,0.2977,0.4749,2.191,6.0118,0.0561,381.7381,2.3497,8.6556,0.1487,13.7492,0.4255,0.5365,0.2445,10.5115,2.4457,0.5961,4.6745,46.4463,67.7863,37.8959,30.3468,0.042,0.1137,0.3942,0.4694,0.2563,0.3308,0.4983,0.1038,0.5494,0.3262,0.2436,0.0683,0.2511,0.4454,0.3324,0.4756,0.7433,0.4528,0.3362,0.4953,0.1908,0.3221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333,0.0,0.0,33.33333333,0.0,0.0,0.0,33.33333333,IM,3,1.6542,9.1338,13.5444,0.0501,4.3333,45.0,0.1168,2453.0,9.23,149.8,1.4567,106.6803,2.0,6.4,4.21,53.0667,5.7967,1.7567,7.5,103.3333,123.3333,139.9333,37.3333,0.3877,0.2433,0.4444,18.6667,0.0434,558.0,4.9667,6.9667,0.0844,49.5131,0.0,1.1333,0.1067,12.4222,1.6156,0.3356,1.8,31.1111,41.7778,34.2444,21.1778,0.0324,0.0778,0.1088,0.4693,0.4089,0.2433,0.5776,0.0625,0.5195,0.0,0.208,0.028,0.2484,0.3093,0.2121,0.2574,0.3563,0.3929,0.2597,0.603,0.0897,0.3427
3.6363636,27.2727273,18.1818182,0.0,18.1818182,27.2727273,0.0,5.4545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-9.4033,13.3673,2.5857,0.0462,8.0545,25.7636,0.308,1818.8909,7.9245,126.5535,1.8107,55.2794,1.8545,4.3196,4.7964,59.4,7.6558,2.2896,12.0782,134.1818,209.5091,173.1782,71.6782,0.3186,0.4216,1.5769,1.9802,0.0406,144.6334,1.0369,3.3463,0.0989,4.0606,0.3107,0.1619,0.304,5.4545,0.9071,0.384,2.4436,70.562,25.8116,20.4783,25.4278,0.0579,0.1488,0.2442,0.1168,0.1633,0.1301,0.1882,0.0645,0.1158,0.2393,0.0572,0.0656,0.1242,0.1873,0.1951,0.2931,0.5949,0.2181,0.1598,0.4061,0.2178,0.4336
0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,BCC,3,-2.1555,11.5256,10.2837,0.0354,6.5,24.5,0.2638,1923.25,7.165,128.9075,1.6675,53.4303,1.75,4.1525,4.35,53.275,7.9425,2.2875,12.0,220.25,204.0,151.775,80.975,0.274,0.54,1.0,1.0,0.0301,258.25,0.5225,4.3925,0.0813,1.9612,0.375,0.6425,0.15,7.6375,0.7925,0.2963,4.85,139.875,41.0,13.8875,17.025,0.049,0.135,0.172,0.0456,0.1276,0.1446,0.0909,0.0612,0.0378,0.2474,0.2043,0.0381,0.1716,0.1101,0.1528,0.4956,0.7406,0.2627,0.1082,0.2829,0.2018,0.2799
