Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Pm,ΔH,ΔS,Ω,δ-r,VEC,n,e/n,Tm,ρ,r,χ,m,e/a,Ec,EWF,ABE,SHA,SLHF,α,HD,YM,B,G,υ,G/B,ad-VEC,ad-n,ad-e/n,ad-Tm,ad-ρ,ad-r,ad-χ,ad-m,ad-e/a,ad-Ec,ad-EWF,ad-ABE,ad-SHA,ad-SLHF,ad-α,ad-HD,ad-YM,ad-B,ad-G,ad-υ,ad-G/B,δ-VEC,δ-n,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-m,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SHA,δ-SLHF,δ-α,δ-HD,δ-YM,δ-B,δ-G,δ-υ,δ-G/B
24.99375156,16.67083229,16.67083229,0.0,16.67083229,16.67083229,8.32291927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-12.3507,14.5339,2.0268,0.0621,6.7506,24.2492,0.2776,1722.3687,6.9976,130.2651,1.7958,52.3169,2.0,4.284,4.6451,54.6424,6.647,2.12,13.8415,115.915,194.7488,160.222,70.8736,0.3103,0.4417,2.25,5.7063,0.0551,394.5857,2.1483,7.4487,0.1382,12.7713,0.4999,0.5095,0.2867,10.4686,2.4279,0.5766,4.878,76.0613,62.3588,40.7583,30.992,0.0444,0.1164,0.3783,0.3247,0.2251,0.3217,0.3726,0.0903,0.3499,0.3535,0.2017,0.0694,0.2343,0.4308,0.3241,0.4606,0.7471,0.4189,0.3368,0.4852,0.1886,0.3537
12.987,12.987,12.987,0.0,35.0649,12.987,12.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-7.8958,14.0751,3.3325,0.0537,7.2208,26.5195,0.2786,1869.4397,7.6813,128.4614,1.8391,57.576,1.8701,4.506,4.6338,57.8947,7.6123,2.2566,12.1896,137.4025,215.1556,173.7128,79.3571,0.3034,0.4588,1.7305,4.5303,0.0551,347.3018,1.4215,5.8459,0.1124,10.6098,0.452,0.601,0.2292,7.0882,1.6038,0.439,3.6704,62.9111,46.1527,33.1846,23.1466,0.035,0.0926,0.2881,0.2824,0.2349,0.2771,0.2756,0.0864,0.3099,0.3265,0.2104,0.0599,0.1792,0.3056,0.2537,0.4391,0.5554,0.3283,0.2812,0.387,0.1706,0.3
18.1818,18.1818,18.1818,0.0,18.1818,18.1818,0.0,9.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-16.7594,14.6974,1.4973,0.067,6.9091,23.4545,0.2854,1707.3619,6.8673,129.9935,1.7564,50.2513,2.0,4.1864,4.6536,54.1999,6.73,2.0927,13.4182,109.6363,186.7271,154.0271,65.5363,0.3178,0.4236,2.281,4.0661,0.0516,281.5876,1.9458,7.7289,0.1276,8.8951,0.3636,0.321,0.3064,9.2727,2.0691,0.5025,3.8413,66.8098,55.3058,34.1058,30.033,0.0543,0.1415,0.3675,0.2229,0.1978,0.2323,0.3365,0.0762,0.2285,0.3015,0.1006,0.0713,0.2081,0.3759,0.2905,0.4066,0.725,0.3675,0.2697,0.4959,0.2096,0.416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,BCC,3,-0.1236,11.5256,209.8573,0.0704,4.5,31.5,0.1553,2250.5,6.4275,145.225,1.525,70.7348,1.75,5.995,4.245,54.075,5.96,1.9,7.9,107.75,104.25,139.65,33.475,0.3925,0.2325,0.5,9.0,0.0443,249.75,1.1175,7.975,0.0975,21.3303,0.375,0.915,0.0975,10.325,1.375,0.395,1.35,37.75,18.125,25.4,12.025,0.0195,0.0475,0.1111,0.2862,0.3007,0.1342,0.2261,0.0768,0.3021,0.2474,0.1735,0.0267,0.1945,0.2461,0.2247,0.2023,0.3577,0.2154,0.1865,0.3731,0.0594,0.2421
27.2727273,0.0,0.0,0.0,0.0,0.0,18.1818182,18.1818182,0.0,18.1818182,0.0,18.1818182,0.0,0.0,0.0,BCC,3,-14.7083,13.2541,1.83,0.0366,4.4545,26.8182,0.1837,2030.8182,6.0873,140.3027,1.6991,59.6615,1.9091,5.3882,4.3545,53.3727,5.7736,1.9691,12.0545,97.0,142.3636,150.9,51.2364,0.3553,0.3245,0.9587,10.6777,0.038,631.4711,2.4248,4.6347,0.1676,25.2848,0.6612,1.314,0.0893,14.0661,2.3706,0.6046,6.2975,64.3636,67.8678,51.7818,26.3504,0.0313,0.0777,0.2415,0.4371,0.2314,0.37,0.4599,0.129,0.4653,0.4151,0.2864,0.0268,0.2768,0.4713,0.349,0.6008,0.7786,0.6353,0.4235,0.6895,0.1047,0.2846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,BCC,2,-4.3709,11.5256,7.6971,0.0241,5.0,52.5,0.1133,2919.0,12.2925,142.1875,1.75,126.3908,1.75,7.355,4.3575,68.075,8.46,2.525,7.125,137.5,204.5,196.975,72.625,0.3542,0.3275,0.5,21.0,0.0386,573.5,5.7525,2.7438,0.305,56.0042,0.375,1.2525,0.0962,12.375,2.46,0.5975,1.625,86.25,103.25,55.3625,42.1875,0.0438,0.1075,0.1414,0.42,0.3906,0.225,0.4888,0.2023,0.4607,0.2474,0.2069,0.0263,0.2357,0.3585,0.2992,0.2874,0.7316,0.6025,0.3539,0.7074,0.1369,0.3686
0.0,23.25581395,23.25581395,0.0,23.25581395,23.25581395,0.0,6.976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC,4,-8.368,12.8252,2.8761,0.0434,7.9535,25.9535,0.3029,1876.5814,7.9465,126.1779,1.8005,55.7737,1.7674,4.3407,4.7556,59.4326,7.9486,2.3493,11.2,133.9535,217.1628,173.1791,75.9512,0.3095,0.4465,1.4602,1.4602,0.0415,150.1136,0.8637,2.7868,0.1017,2.8604,0.3569,0.1402,0.2971,4.6209,0.7315,0.3634,2.4651,62.834,28.7615,17.4613,23.8821,0.0579,0.1491,0.2252,0.069,0.1676,0.0932,0.147,0.0652,0.0621,0.239,0.0433,0.0642,0.0967,0.1207,0.1697,0.2613,0.5431,0.1896,0.1258,0.3844,0.2323,0.4262
17.3913,17.3913,17.3913,0.0,17.3913,17.3913,13.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-10.3632,14.8549,2.6405,0.0572,7.0435,26.0,0.2758,1842.0872,7.5117,129.4061,1.8278,56.4194,1.8696,4.4722,4.6748,57.1304,7.1787,2.2478,12.613,129.6522,211.4348,171.8174,76.7957,0.3076,0.4491,2.0416,5.2174,0.0593,392.4691,1.7856,6.5754,0.1341,11.9775,0.5293,0.6125,0.2784,8.9603,1.8743,0.5334,4.4733,76.1588,54.1702,38.3138,29.2144,0.0438,0.1142,0.3336,0.3085,0.2478,0.3032,0.3172,0.0935,0.3363,0.3633,0.2185,0.0663,0.2049,0.3552,0.2864,0.4754,0.6598,0.3694,0.3088,0.4453,0.1928,0.352
5.005250263,0.0,12.00560028,0.0,35.00175009,19.9859993,0.0,0.0,0.0,0.0,0.0,0.0,28.00140007,0.0,0.0,FCC,3,-5.5106,12.0559,3.7476,0.0454,7.6293,25.2289,0.299,1713.0021,7.6289,128.3088,1.7362,54.2535,1.93,3.865,4.5069,52.4633,7.5324,2.2369,14.7902,217.0564,206.2678,152.9979,82.2038,0.2715,0.5428,1.2071,1.6474,0.0293,186.7287,0.6878,5.2349,0.1352,3.2721,0.2233,0.5768,0.2571,9.9781,1.1835,0.2995,4.7516,158.4564,20.7766,23.6172,8.1529,0.0324,0.0914,0.2143,0.1217,0.1216,0.1551,0.1656,0.0821,0.1206,0.2106,0.1625,0.0805,0.2109,0.2156,0.1803,0.3684,0.8318,0.1939,0.1818,0.2003,0.1313,0.1851
15.38638985,15.38638985,15.38638985,0.0,15.38638985,15.38638985,0.0,23.06805075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-22.3281,14.7845,1.1543,0.0748,6.4618,23.2309,0.2695,1743.2849,6.5033,132.4777,1.7231,49.8848,2.0,4.2884,4.6039,52.6625,6.4994,2.0231,12.9234,102.0048,175.8531,148.1653,59.0426,0.3314,0.3893,2.3432,3.7162,0.0584,254.0508,2.0946,9.5982,0.1387,7.9787,0.3077,0.337,0.29,9.7396,2.0348,0.4895,3.6711,61.2349,60.1878,36.0777,31.4105,0.0585,0.1515,0.3963,0.2083,0.2375,0.2148,0.3522,0.0846,0.2125,0.2774,0.1062,0.071,0.2086,0.3676,0.288,0.3986,0.738,0.3872,0.2741,0.5683,0.2084,0.4652
26.6667,0.0,0.0,0.0,13.3333,0.0,6.6667,13.3333,0.0,13.3333,0.0,0.0,26.6667,0.0,0.0,BCC+FCC,1,-17.2398,14.0626,1.398,0.0497,5.3333,24.8,0.2273,1713.8663,6.1887,138.352,1.6493,54.4577,2.0667,4.364,4.292,46.4667,5.6713,1.8547,16.3267,191.3335,151.0001,132.6267,56.2867,0.3183,0.422,1.6889,7.04,0.0514,520.3914,2.3109,5.8619,0.1163,16.4113,0.4978,1.312,0.1088,11.9289,2.1877,0.4704,6.7449,169.7779,64.8001,37.5023,27.2925,0.052,0.1355,0.3469,0.3891,0.2725,0.3769,0.4055,0.0991,0.4185,0.329,0.3705,0.0347,0.2867,0.4563,0.3055,0.4279,1.0185,0.4856,0.366,0.5285,0.1876,0.3672
0.0,23.8095,23.8095,0.0,23.8095,23.8095,0.0,0.0,0.0,4.7619,0.0,0.0,0.0,0.0,0.0,IM,1,-6.5384,12.5685,3.6784,0.031,8.0952,26.9524,0.303,1913.5695,8.2228,125.5475,1.8095,58.1067,1.7143,4.4581,4.7643,60.8904,8.0981,2.4062,11.0857,136.6665,219.0474,177.2617,78.0523,0.3064,0.4543,1.3379,1.8594,0.0425,206.5296,0.6551,1.6525,0.0912,3.9869,0.4082,0.2964,0.2959,3.9433,0.6066,0.3249,2.6871,61.746,28.5486,13.9886,21.449,0.0549,0.1435,0.1977,0.1283,0.1852,0.1342,0.0852,0.0582,0.1419,0.2635,0.1587,0.0637,0.0696,0.0814,0.1466,0.2767,0.5256,0.1827,0.0865,0.3457,0.229,0.4101
0.0,0.0,0.0,0.0,0.0,0.0,22.2222222,22.2222222,0.0,22.2222222,0.0,0.0,0.0,11.1111111,22.2222222,BCC,3,-1.8461,13.1453,17.3552,0.0609,4.6667,40.2222,0.1277,2437.3333,8.1022,147.6522,1.6178,92.7093,1.5556,6.38,4.2733,54.9778,6.2178,2.0778,7.0111,134.7778,146.0,161.1333,49.4111,0.3788,0.2678,0.7407,8.1975,0.0308,358.0741,2.3086,7.843,0.241,20.5901,0.4938,0.7378,0.1822,12.1086,1.6642,0.5798,1.5457,57.5802,81.3333,51.437,33.0173,0.0359,0.0899,0.175,0.3398,0.299,0.1562,0.3376,0.1919,0.384,0.3194,0.1472,0.0529,0.2225,0.3029,0.2975,0.2658,0.4773,0.6809,0.3735,0.8185,0.1177,0.4165
18.2927,12.1951,12.1951,0.0,32.9268,12.1951,12.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-9.3467,14.1581,2.7453,0.0584,6.9634,25.6951,0.2756,1812.3392,7.3776,129.3583,1.8251,55.7105,1.939,4.4379,4.6122,56.4194,7.2573,2.1849,12.8854,129.9388,206.3046,167.9559,76.2987,0.3054,0.4534,1.92,5.058,0.055,353.9784,1.7571,6.7363,0.119,11.4165,0.4581,0.5815,0.2258,8.707,2.0002,0.4647,4.2442,67.6308,51.4055,35.3735,25.9871,0.0355,0.0932,0.3238,0.3092,0.2337,0.3033,0.3216,0.0896,0.337,0.3355,0.2156,0.0611,0.2056,0.3652,0.2848,0.4549,0.6121,0.3721,0.3123,0.4206,0.1662,0.2979
0.0,0.0,0.0,0.0,0.0,0.0,17.5,25.0,0.0,25.0,0.0,7.5,0.0,0.0,25.0,BCC,3,-1.6749,12.7953,18.1458,0.0633,4.675,34.825,0.1423,2375.275,7.1467,146.0405,1.6178,78.6111,1.575,6.2592,4.2975,55.545,6.2243,2.0522,7.34,123.325,139.425,158.5325,46.39,0.3824,0.2587,0.675,8.1862,0.0313,369.6162,1.7958,7.1595,0.1916,19.5224,0.4888,0.8516,0.1237,11.795,1.6392,0.5472,1.574,53.325,66.3513,44.4974,27.585,0.0335,0.0831,0.1614,0.2517,0.2596,0.1618,0.2836,0.1679,0.266,0.3139,0.1636,0.0414,0.2152,0.2953,0.2905,0.258,0.4909,0.6418,0.3465,0.7969,0.11,0.4055
23.5294118,0.0,0.0,0.0,0.0,0.0,0.0,23.5294118,0.0,23.5294118,0.0,23.5294118,0.0,0.0,5.8823529,IM,3,-16.2962,12.7076,1.53,0.0496,4.2353,25.6471,0.1828,1962.1176,5.5359,142.09,1.5794,56.8242,2.0,5.3371,4.2876,51.1824,5.3353,1.8006,11.9647,78.4706,102.5882,130.2235,34.9176,0.3747,0.2759,0.7197,8.9135,0.0388,494.2284,1.822,4.9365,0.0479,21.0267,0.4706,1.1582,0.0316,12.4401,1.8821,0.4653,5.4754,38.5606,19.4048,32.7779,9.9599,0.027,0.0651,0.1904,0.4089,0.2505,0.3257,0.3815,0.0445,0.4355,0.343,0.276,0.0144,0.2569,0.4194,0.2887,0.5487,0.6044,0.2214,0.2744,0.3072,0.0769,0.2527
13.0,0.0,0.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,IM,3,-9.5976,10.8467,1.7754,0.0526,7.33,24.29,0.2961,1570.96,7.2362,130.8155,1.7094,52.2608,2.13,3.6763,4.4364,48.736,6.8062,2.0366,17.366,250.15,185.75,142.28,73.677,0.2795,0.5204,1.3766,2.9354,0.0292,205.3592,1.1794,6.3924,0.147,6.5725,0.2262,0.6492,0.2963,12.0687,1.4305,0.2917,4.9147,189.886,30.095,30.2676,11.564,0.03,0.0833,0.2695,0.1848,0.1248,0.1758,0.2521,0.0881,0.1887,0.1579,0.1817,0.0841,0.2531,0.3156,0.2104,0.2866,0.8014,0.2427,0.2379,0.2349,0.1213,0.1791
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9855072,0.0,28.9855072,28.9855072,0.0,0.0,0.0,13.0434783,BCC,3,2.0488,11.1618,14.1151,0.0386,4.5797,44.6377,0.121,2590.8985,9.4752,146.1341,1.5184,105.1518,1.7101,6.763,4.2616,58.7203,6.4443,2.028,7.713,89.1304,126.8406,153.8754,41.2522,0.3835,0.2541,0.4873,16.4419,0.0359,497.5089,4.1767,3.6917,0.0598,43.941,0.4117,1.2428,0.0619,12.4402,1.3573,0.3966,1.4417,22.1802,34.2953,32.7822,16.1437,0.0258,0.0614,0.1078,0.4415,0.363,0.2112,0.5127,0.0543,0.4928,0.2653,0.1985,0.0205,0.2166,0.2329,0.2062,0.2148,0.3149,0.3191,0.2206,0.4721,0.0777,0.2805
0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,BCC,3,-4.1236,11.5256,7.1001,0.0602,5.0,40.0,0.1556,2540.25,9.2375,139.24,1.575,93.4297,1.5,6.155,4.345,59.475,7.27,2.315,7.55,82.5,171.5,159.875,62.0,0.3362,0.38,0.5,17.0,0.0603,479.75,3.7212,7.165,0.055,43.7601,0.5,1.68,0.0775,9.975,1.15,0.365,1.325,12.5,61.0,22.275,29.8,0.0631,0.17,0.1414,0.5108,0.4349,0.206,0.4915,0.0385,0.5727,0.3333,0.278,0.0216,0.1812,0.1814,0.1938,0.2095,0.1793,0.4047,0.174,0.5553,0.2289,0.5393
0.0,59.06674542,22.74069699,0.0,9.096278795,9.096278795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,4,-3.2337,9.0117,5.1889,0.0024,8.3178,26.3178,0.3142,1861.9646,8.3838,124.9213,1.8282,57.0528,1.7726,4.3186,4.8545,61.3486,8.0801,2.2415,11.8443,189.4625,224.2817,186.0511,64.8826,0.341,0.3674,1.112,1.112,0.0304,144.647,0.6346,0.2112,0.0765,2.5196,0.3514,0.1064,0.2257,3.4603,0.3856,0.3556,2.5752,75.0591,24.8866,16.0058,28.9222,0.0756,0.1977,0.1596,0.0505,0.1158,0.0932,0.0839,0.0508,0.0504,0.2365,0.0287,0.0507,0.063,0.056,0.1756,0.2629,0.4151,0.1329,0.0939,0.4799,0.2397,0.5889
0.0,23.2558,23.2558,0.0,23.2558,23.2558,6.9767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-4.0187,12.8252,6.2015,0.0237,8.093,27.3488,0.3002,1943.207,8.3463,125.4878,1.8437,59.1283,1.6977,4.4781,4.7744,61.2325,8.2235,2.4428,10.8442,145.8138,232.023,183.5812,82.9557,0.302,0.4653,1.3088,2.3472,0.0453,243.0813,0.7547,1.503,0.0918,5.1378,0.4218,0.3268,0.2796,4.1698,0.6079,0.3514,2.9616,63.5478,35.3811,19.1455,20.4705,0.0489,0.1306,0.19,0.1557,0.1923,0.1614,0.103,0.069,0.1766,0.2705,0.1459,0.0599,0.0755,0.0801,0.1547,0.3054,0.5046,0.1742,0.1467,0.3343,0.2214,0.3823
22.9885,11.4943,11.4943,0.0,31.0345,11.4943,11.4943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-10.4214,14.0981,2.3834,0.0616,6.7356,24.9656,0.2731,1761.8089,7.1088,130.1524,1.8128,54.0596,2.0,4.3777,4.5931,55.1139,6.9431,2.1214,13.5012,123.3337,198.4718,162.8613,73.5921,0.3071,0.4486,2.0558,5.7233,0.0547,388.8301,2.027,7.3894,0.1283,12.9238,0.4598,0.5786,0.2232,9.9175,2.3692,0.5182,4.7119,70.8814,59.0671,39.2374,28.0404,0.0358,0.0933,0.3527,0.3309,0.2322,0.3245,0.3584,0.0918,0.3591,0.339,0.2194,0.0619,0.2258,0.4134,0.3095,0.4602,0.6626,0.4081,0.3373,0.4488,0.1621,0.2955
25.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC,3,-12.6209,11.5256,1.4246,0.0623,7.5,23.5,0.3072,1560.0,7.0825,129.245,1.8075,50.1133,2.25,4.125,4.7325,55.3,6.445,1.9525,15.625,120.75,172.5,157.475,58.575,0.3337,0.3775,2.25,5.25,0.0382,313.5,2.1913,6.9625,0.0987,11.5656,0.375,0.3675,0.3425,10.8,2.3275,0.4375,3.9875,80.75,51.25,39.0875,23.775,0.0368,0.0925,0.359,0.2597,0.1545,0.2328,0.3618,0.065,0.2676,0.1925,0.1038,0.0751,0.2296,0.4262,0.2843,0.2984,0.7481,0.3439,0.296,0.4116,0.133,0.2946
16.6666667,16.6666667,16.6666667,0.0,16.6666667,16.6666667,0.0,0.0,0.0,0.0,0.0,16.6666667,0.0,0.0,0.0,BCC,3,-14.1385,14.8968,1.8619,0.0532,6.8333,23.5,0.2827,1767.1667,6.94,128.915,1.7533,50.5652,2.0,4.3183,4.6217,56.2667,7.01,2.1333,12.8333,119.0,182.8333,157.7167,66.45,0.3168,0.425,2.1667,3.6667,0.05,291.1111,1.6867,5.6467,0.12,7.8611,0.3333,0.395,0.3022,8.0111,1.74,0.42,4.0667,62.3333,55.8889,26.3444,26.6167,0.0488,0.1283,0.3526,0.2124,0.1869,0.2359,0.3062,0.0702,0.217,0.2887,0.1308,0.0724,0.1891,0.3419,0.2652,0.43,0.6323,0.3653,0.2414,0.4411,0.191,0.3801
0.0,23.2558,23.2558,0.0,23.2558,23.2558,0.0,0.0,0.0,6.9767,0.0,0.0,0.0,0.0,0.0,IM,1,-7.7689,12.8252,3.1911,0.037,8.0232,27.279,0.2988,1933.021,8.2312,125.951,1.8046,58.9159,1.6977,4.5305,4.7535,61.0371,8.0728,2.4079,10.9977,135.3487,216.3952,177.1626,77.193,0.3084,0.4493,1.3737,2.2498,0.0473,228.8683,0.6476,2.3648,0.0958,4.7507,0.4218,0.4241,0.2991,3.9881,0.616,0.319,2.7474,61.5359,29.1183,13.7555,22.1493,0.0563,0.1452,0.2056,0.1473,0.2069,0.1466,0.0844,0.0603,0.1645,0.2705,0.1858,0.0648,0.0704,0.0832,0.1448,0.2805,0.5282,0.1993,0.0856,0.3529,0.2286,0.416
26.6667,13.3333,13.3333,13.3333,13.3333,13.3333,0.0,6.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC,1,-12.9607,15.5994,1.8746,0.0669,6.9333,22.8,0.2907,1557.5313,6.588,131.4579,1.756,48.9213,2.0,3.9873,4.6033,50.5999,5.71,1.9347,15.2133,89.0665,163.5997,141.8864,58.2599,0.324,0.4053,2.7378,5.3333,0.0573,386.2936,2.352,8.2053,0.1323,11.8416,0.5333,0.4512,0.264,10.64,2.6053,0.499,4.8693,60.2132,65.2266,37.9609,27.8453,0.0448,0.1184,0.4326,0.2714,0.2144,0.2792,0.3936,0.0779,0.2823,0.3651,0.1228,0.0676,0.2355,0.4918,0.3215,0.3825,0.8608,0.4393,0.3071,0.5268,0.1791,0.3803
0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,IM,3,-10.8006,11.5256,2.5595,0.0579,6.5,33.5,0.2121,2398.5,8.71,132.2925,1.825,74.9463,1.25,5.72,4.6,63.925,8.17,2.5725,8.1,163.25,230.5,199.225,79.925,0.3258,0.4075,1.25,8.0,0.0796,424.5,0.825,7.2875,0.195,19.4818,0.375,1.475,0.2,4.675,0.725,0.3575,2.85,78.25,73.5,33.075,39.175,0.0718,0.1875,0.2308,0.2411,0.4018,0.1883,0.1238,0.1204,0.2624,0.3464,0.2626,0.0554,0.0895,0.0993,0.1575,0.4175,0.4824,0.3647,0.204,0.4918,0.2406,0.5099
12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,12.5,0.0,0.0,0.0,25.0,IM,4,-10.3281,12.9664,2.8029,0.0482,4.25,36.5,0.1384,2232.625,7.32,148.0962,1.5063,83.9908,1.875,6.1037,4.2363,51.85,5.2962,1.79,9.5875,86.875,104.25,134.2,33.2875,0.3879,0.2437,0.5625,13.125,0.0448,523.0312,2.97,6.0769,0.0897,32.3141,0.4375,1.3053,0.0931,12.6375,1.5878,0.4625,3.8094,34.8438,26.6875,33.675,12.8594,0.0252,0.0606,0.1556,0.4716,0.3674,0.2977,0.5493,0.0715,0.5245,0.3197,0.2514,0.026,0.2604,0.3681,0.2845,0.5781,0.4959,0.3518,0.2749,0.4745,0.0793,0.3049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,12.5,0.0,0.0,18.75,31.25,BCC,3,0.8097,10.8506,30.4733,0.0466,4.125,43.375,0.1184,2274.0,8.2969,152.3375,1.4244,102.5433,2.0,5.9919,4.1519,47.5813,5.2062,1.6556,7.6313,114.3125,102.625,124.5375,28.9938,0.3974,0.22,0.2188,18.1406,0.0475,341.0,3.9645,6.975,0.1056,48.0817,0.0,0.8564,0.1581,6.0297,0.7914,0.1902,1.9266,44.3125,30.875,16.6906,10.1414,0.0193,0.0462,0.0802,0.4826,0.4359,0.1904,0.5369,0.075,0.5351,0.0,0.1753,0.0405,0.1922,0.2458,0.1635,0.2626,0.408,0.3678,0.2031,0.5352,0.0624,0.2708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857143,0.0,14.2857143,0.0,57.1428571,0.0,0.0,14.2857143,IM,3,-1.4998,9.5923,14.2085,0.0736,4.7143,27.8571,0.1819,2221.5714,6.2957,139.3857,1.57,62.2521,1.8571,5.7014,4.2686,57.3,6.6886,1.99,8.0714,122.0,114.4286,147.1286,40.5143,0.3769,0.27,0.4082,7.2245,0.0406,150.9796,0.7139,8.898,0.0771,17.0359,0.2449,0.6906,0.0624,7.7429,1.202,0.2771,0.8694,29.7143,15.9592,18.7878,10.8939,0.0238,0.0571,0.0958,0.2875,0.2573,0.1039,0.1762,0.0654,0.3034,0.1884,0.1502,0.021,0.1532,0.2081,0.1704,0.1517,0.2742,0.1804,0.1461,0.3075,0.0669,0.2249
12.5,0.0,12.5,0.0,18.75,0.0,12.5,12.5,0.0,31.25,0.0,0.0,0.0,0.0,0.0,IM,1,-13.8754,14.2759,2.256,0.0635,5.4375,30.3125,0.1965,2192.6875,7.2363,136.74,1.7144,67.3534,1.5625,5.5631,4.4013,57.3438,6.9512,2.2563,10.1312,102.5,171.625,162.7562,64.4625,0.3325,0.3869,1.2422,9.6016,0.0636,524.1484,1.8297,7.81,0.1548,23.1195,0.6328,1.5685,0.1114,9.8328,1.7206,0.4767,4.0102,49.6875,80.9531,33.4422,33.7078,0.0552,0.1427,0.2832,0.3418,0.3578,0.2857,0.3173,0.1121,0.3672,0.4508,0.2946,0.0266,0.2085,0.3325,0.2627,0.5478,0.6026,0.5176,0.3065,0.5687,0.1919,0.4315
6.666666667,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,0.0,0.0,0.0,0.0,0.0,26.66666667,0.0,0.0,0.0,BCC,3,-6.885,15.5994,4.1319,0.0388,7.4,24.8667,0.2903,1823.6667,7.38,128.174,1.766,53.9184,1.8,4.402,4.6053,57.34,7.046,2.172,12.0267,119.6667,176.0,160.1933,64.1733,0.3247,0.4033,2.24,2.8089,0.0576,286.6667,1.3467,3.8267,0.1216,5.6916,0.4267,0.4944,0.2624,6.4,1.5077,0.3051,3.6018,55.0222,52.0,18.672,23.1147,0.0453,0.12,0.3339,0.1546,0.2125,0.2013,0.2285,0.0705,0.1557,0.3009,0.1461,0.0671,0.1449,0.2848,0.199,0.3784,0.5611,0.3335,0.1762,0.4049,0.1732,0.373
0.0,0.0,0.0,0.0,0.0,0.0,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0.0,0.0,0.0,BCC,3,-4.7721,14.8968,8.7172,0.0357,5.1667,45.8333,0.1356,2792.5,10.92,139.435,1.7983,108.7425,1.6667,6.925,4.3883,67.3167,8.445,2.5317,6.9833,153.5,212.5,201.6667,77.35,0.3452,0.35,0.5556,18.4444,0.0451,501.1667,4.75,4.5817,0.3078,49.1017,0.4444,1.265,0.1244,9.65,1.8867,0.5456,1.6167,77.6667,105.0,56.4556,42.0,0.0388,0.0967,0.133,0.4593,0.3876,0.2154,0.4952,0.1858,0.5081,0.2828,0.2094,0.0307,0.1986,0.2978,0.2631,0.275,0.5797,0.5491,0.3234,0.6144,0.13,0.3207
9.090909091,18.18181818,18.18181818,9.090909091,18.18181818,18.18181818,0.0,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,3,-10.1922,15.7452,2.6973,0.0595,7.6364,24.9091,0.2989,1746.0,7.4345,128.5964,1.7827,53.5754,1.8182,4.1955,4.6873,55.4727,6.9327,2.1691,12.7909,112.8182,192.1818,159.3364,67.1818,0.3187,0.4209,2.0992,3.0248,0.0515,224.9091,1.4833,5.8413,0.1202,6.4474,0.4463,0.3094,0.282,7.6661,1.7742,0.4192,3.2281,64.4959,47.3719,26.3967,28.238,0.0553,0.1445,0.3221,0.1707,0.1989,0.192,0.2632,0.0734,0.1748,0.3162,0.0965,0.0662,0.1722,0.3163,0.241,0.3577,0.676,0.3179,0.2187,0.4621,0.21,0.4212
