iter	MultiClass
168	0.2753243159
169	0.2743264303
170	0.2741989245
171	0.2728129669
172	0.2720929073
173	0.2715322229
174	0.271110353
175	0.2708854423
176	0.2695826199
177	0.2683739703
178	0.2677120898
179	0.2663457787
180	0.2661139753
181	0.2645622205
182	0.263332125
183	0.2621684766
184	0.2609426755
185	0.2601456202
186	0.2597825245
187	0.2591611654
188	0.2580257618
189	0.2575679173
190	0.2564927839
191	0.2550154529
192	0.254687873
193	0.2538926445
194	0.2526304074
195	0.2521445784
196	0.2517627895
197	0.2505222513
198	0.2498931088
199	0.2490994122
200	0.2484422172
201	0.24701534
202	0.2458453148
203	0.2453477085
204	0.2449603753
205	0.2441856993
206	0.2437083767
207	0.2434509125
208	0.2432417459
209	0.2424201812
210	0.2415601374
211	0.2411670832
212	0.2404084068
213	0.240003592
214	0.2390972582
215	0.238951187
216	0.2377009759
217	0.2373647504
218	0.2370284437
219	0.2364843829
220	0.2357327271
221	0.2351396177
222	0.2344060073
223	0.2338035604
224	0.233113731
225	0.2322413462
226	0.2316881554
227	0.2311966641
228	0.2304446881
229	0.2295088727
230	0.2285292
231	0.2274238946
232	0.2271746266
233	0.2262825197
234	0.2251051864
235	0.2247701269
236	0.2238952807
237	0.2231787794
238	0.2225752756
239	0.2219008016
240	0.2208811677
241	0.2200749726
242	0.2195378935
243	0.2193936158
244	0.218577037
245	0.2177444713
246	0.2172747156
247	0.2171963876
248	0.2167497132
249	0.2164597078
250	0.2162396239
251	0.2158037962
252	0.2154291695
253	0.2144661366
254	0.2140538165
255	0.2130308422
256	0.2118636636
257	0.2116546939
258	0.2107041905
259	0.2101995622
260	0.2096939796
261	0.2089966267
262	0.208568397
263	0.2072532575
264	0.2064485639
265	0.206191287
266	0.2056336851
267	0.2050125005
268	0.2037914461
269	0.2030671982
270	0.2026458798
271	0.201932458
272	0.2009068581
273	0.2003342841
274	0.2001532444
275	0.1992891058
276	0.1987305859
277	0.1984205979
278	0.1977619378
279	0.1971599546
280	0.1963552614
281	0.1961377326
282	0.1950117786
283	0.1944647893
284	0.1934064502
285	0.1929781604
286	0.1926737115
287	0.1921921696
288	0.1915195387
289	0.1908924421
290	0.1906073616
291	0.1900135892
292	0.1895295227
293	0.1891270305
294	0.1883498845
295	0.1878177246
296	0.1871437038
297	0.1865941244
298	0.1858188425
299	0.1856673904
300	0.1853867384
301	0.1853017292
302	0.1849195376
303	0.184362482
304	0.1836531824
305	0.1830982311
306	0.1825355672
307	0.1817269333
308	0.181649488
309	0.1810162412
310	0.1804665045
311	0.1803356685
312	0.1800777763
313	0.1796583402
314	0.1791407227
315	0.178938483
316	0.1785977545
317	0.1781556432
318	0.1776133934
319	0.1763974653
320	0.176357292
321	0.1756558675
322	0.1745593955
323	0.1737643813
324	0.1736104469
325	0.1731530881
326	0.1723007587
327	0.1716262045
328	0.171422717
329	0.1709762535
330	0.1703892392
331	0.1699422213
332	0.1694953507
333	0.1692558725
334	0.1684337338
335	0.1678802132
336	0.1673004594
337	0.1671933832
338	0.1670852912
339	0.1667818516
340	0.166099106
341	0.1654556142
342	0.1648703171
343	0.1646700512
344	0.1644123499
345	0.1639410818
346	0.1633711797
347	0.163221728
348	0.1626190988
349	0.1623197323
350	0.1616410287
351	0.1612954788
352	0.1610660115
353	0.1608330683
354	0.1603243616
355	0.1600584228
356	0.1595510225
357	0.1593436376
358	0.1587106766
359	0.1580844256
360	0.1579103259
361	0.1572224216
362	0.1570708925
363	0.1567102959
364	0.1562025201
365	0.155856448
366	0.1556010027
367	0.1554438792
368	0.1551400806
369	0.1547940549
370	0.1543084306
371	0.1533343288
372	0.1530184188
373	0.1524890435
374	0.1520688324
375	0.151602546
376	0.1513232636
377	0.1508836348
378	0.1507731922
379	0.1502906383
380	0.1499791763
381	0.1496405877
382	0.1493696608
383	0.1490577544
384	0.1487628587
385	0.1482996647
386	0.1479542881
387	0.1477236875
388	0.1473927898
389	0.1471890923
390	0.1470300454
391	0.1467851573
392	0.1465414112
393	0.1464603083
394	0.1460103605
395	0.1457535029
396	0.1453184974
397	0.1446106454
398	0.1441650365
399	0.1440293725
400	0.1437390723
401	0.1432313887
402	0.1428259692
403	0.1425598632
404	0.1420244566
405	0.1418653589
406	0.1416367015
407	0.141493535
408	0.1411634735
409	0.1411056088
410	0.1408106548
411	0.140466363
412	0.1404393149
413	0.14038749
414	0.1401300971
415	0.1399520506
416	0.1396775429
417	0.139383339
418	0.1387627234
419	0.1382889445
420	0.1379756821
421	0.1374692873
422	0.1371109532
423	0.1365664934
424	0.1364280564
425	0.135945931
426	0.1357693476
427	0.1354868086
428	0.1352326246
429	0.1348543736
430	0.1346522301
431	0.1344942679
432	0.1340972946
433	0.1336958581
434	0.1332161773
435	0.1327423527
436	0.1326434725
437	0.1322928975
438	0.1321463568
439	0.1319887648
440	0.1317433672
441	0.1313880341
442	0.1309475098
443	0.1306350049
444	0.130281684
445	0.1299559578
446	0.1297873931
447	0.1294146439
448	0.1289173112
449	0.1284158169
450	0.1280101054
451	0.1278311704
452	0.1274465064
453	0.1272954548
454	0.126977385
455	0.1266960241
456	0.1264768898
457	0.1261951968
458	0.1259579938
459	0.1255472401
460	0.1251456806
461	0.124857468
462	0.1246105417
463	0.1243222738
464	0.1239872444
465	0.1237941723
466	0.1233066123
467	0.1231089846
468	0.1228180597
469	0.1224868474
470	0.1220422342
471	0.121627952
472	0.1213301744
473	0.1210075288
474	0.120821162
475	0.1206578534
476	0.1203416262
477	0.1201982083
478	0.1199224732
479	0.119400145
480	0.1191610589
481	0.1190485533
482	0.1185501414
483	0.1181549709
484	0.1177612184
485	0.1176509332
486	0.1175715518
487	0.1174094612
488	0.1172105939
489	0.1171253889
490	0.1170094749
491	0.1168035989
492	0.116565728
493	0.1163254794
494	0.1161679936
495	0.1158543069
496	0.1156605764
497	0.1156276154
498	0.1154004025
499	0.1149963844
