Pm,Ω,e/a,EWF,G,ad-e/n,ad-G,δ-e/n,δ-ρ,Phase
3,2.2984,1.7762,4.6471,61.1079,0.0617,28.6152,0.2362,0.2823,IM
1,1.3635,1.75,4.5075,54.175,0.0874,21.975,0.5953,0.4557,IM
3,54.6556,1.561,4.7301,71.2805,0.0497,24.443,0.212,0.0815,IM
3,2.4682,1.8889,4.5733,72.7667,0.0492,33.7481,0.2202,0.3531,IM
1,4.384,1.8333,4.5967,98.1835,0.0776,33.5501,0.4096,0.5383,BCC
1,3.21,1.9231,4.6492,63.1846,0.0501,27.5834,0.1841,0.349,BCC+FCC
4,3.3874,1.7619,4.7657,77.2048,0.0384,22.6599,0.1562,0.1311,FCC
3,35.4408,1.75,4.1825,38.65,0.0397,21.875,0.3949,0.395,BCC
1,6.1611,1.7143,4.7786,81.9856,0.041,20.034,0.1744,0.0987,IM
1,3.5321,1.8333,4.705,73.1501,0.0508,23.2667,0.1796,0.2977,BCC+FCC
3,22.8606,1.6364,4.2191,44.8727,0.0331,28.6645,0.3427,0.3496,BCC
3,10.5461,1.5,4.337,56.4739,0.0273,37.9974,0.2419,0.2857,BCC
1,2.5616,1.6429,4.745,83.7428,0.0491,21.9694,0.1843,0.1522,BCC+FCC
3,0.6322,1.95,4.6795,48.945,0.0958,27.404,0.3782,0.3015,IM
4,6.6956,1.8214,4.8107,77.6036,0.0301,18.6018,0.1156,0.0809,FCC
3,17.6051,2,4.1325,35.325,0.0402,16.8875,0.4839,0.4822,BCC
1,1.6141,1.8696,4.6357,66.0217,0.0622,28.2208,0.2702,0.3008,IM
2,2.3893,1.7,4.35,48.35,0.0361,26.77,0.2277,0.3241,IM
1,1.6175,1.8889,4.7828,71.0056,0.0506,30.9383,0.1736,0.3001,BCC+FCC
1,1.8173,1.8889,4.3489,61.711,0.0532,30.8345,0.4101,0.5877,IM
1,14.4462,1.6,4.7525,84.84,0.0601,23.522,0.2511,0.1131,IM
3,364.6949,1.8182,4.2291,31.2455,0.0465,10.3669,0.3375,0.3778,BCC
3,3.3563,1.9091,4.4777,82.1818,0.0305,12.0298,0.1269,0.2116,IM
1,1.529,1.5349,4.5477,65.7744,0.0809,31.232,0.4317,0.3673,IM
3,2.0064,1.7273,4.3564,57.3182,0.0386,31.1901,0.2211,0.3359,IM
3,1.4868,2,4.2963,35.478,0.0373,9.7775,0.2354,0.3895,IM
1,2.7456,2,4.6883,91.4334,0.0767,29.5445,0.3598,0.5499,IM
1,2.7272,1.9706,4.6329,61.6854,0.0517,27.6895,0.1886,0.3742,BCC+FCC
2,1.7115,1.75,4.4275,72.675,0.039,46.425,0.2082,0.4621,BCC
1,11.9755,1.5,4.32,51.925,0.0257,35.8875,0.2206,0.2892,BCC
3,2.5097,1.9524,4.731,66.6048,0.0521,20.4331,0.2092,0.1494,IM
3,12.8513,1.6667,4.3133,51.25,0.042,24.15,0.2771,0.2667,BCC
4,20.7022,1.9,4.39,79.29,0.0194,8.81,0.0763,0.056,FCC
3,9.7133,1.75,4.125,39.775,0.0245,15.325,0.3015,0.3529,BCC
3,2.0157,2.11,4.4238,74.654,0.0272,9.9999,0.1174,0.2315,IM
3,3.7217,2,4.5833,80.9,0.0281,1.9333,0.1013,0.0749,FCC
1,5.6992,1.8182,4.6373,64.4545,0.0473,27.8049,0.1778,0.3094,BCC+FCC
1,1.6336,1.5556,4.5344,65.9222,0.0831,29.9753,0.4588,0.4047,IM
3,10.1455,1.5263,4.3509,60.3842,0.0337,37.7673,0.2608,0.2808,IM
3,2.5451,1.9231,4.7277,69.3923,0.053,30.2083,0.2118,0.2938,IM
3,15.8442,1.6383,4.2979,46.9128,0.0393,24.144,0.2823,0.2724,BCC
3,2.1511,2.1429,4.7971,62.7714,0.0309,22.3755,0.1265,0.2712,BCC+FCC
2,7.7362,1.6,4.406,82.84,0.0356,46.008,0.3466,0.4577,BCC
1,3.3427,1.9555,4.3303,56.5445,0.0114,13.3572,0.1165,0.191,BCC
1,2.3124,2,4.655,71.7167,0.0382,24.6111,0.1486,0.2921,BCC
3,1.4625,2.0303,4.5976,75.6501,0.0462,25.3341,0.175,0.3715,IM
3,45.4465,1.625,4.245,45.125,0.0461,20.8375,0.4076,0.3802,BCC
1,4.4684,1.7917,4.6583,82.8403,0.0546,20.2442,0.2355,0.214,BCC
1,5.0755,1.8,4.543,79.09,0.0418,16.772,0.1617,0.2306,BCC+FCC
3,22.263,1.91,4.365,79.196,0.0187,8.0597,0.074,0.0543,FCC
3,3.8986,2,4.6678,53.3333,0.0431,19.1556,0.1657,0.3412,IM
2,21.4085,1.6,4.306,55.36,0.0314,32.832,0.3117,0.4477,IM
3,2.9025,1.7619,4.6673,63.5143,0.0567,28.1451,0.2176,0.2674,IM
3,1.9754,1.7886,4.6293,58.9865,0.0653,28.8034,0.2509,0.2939,IM
3,3.7212,2,4.6979,55.2,0.0424,20.2917,0.1619,0.3301,IM
4,5.3956,1.8136,4.8261,77.2196,0.0372,19.8279,0.1373,0.1588,FCC
3,1.1789,2.286,4.5699,58.159,0.0476,29.908,0.1812,0.4752,BCC
3,34.9402,1.6765,4.2441,32.7471,0.0366,13.2907,0.2817,0.2561,BCC
3,23.6584,1.6364,4.2445,45.2091,0.0365,28.5421,0.3484,0.3781,BCC
1,3.8645,1.7987,4.6642,64.9816,0.0542,26.9184,0.2144,0.2907,BCC+FCC
1,1.8333,1.6,4.506,66.24,0.0861,27.232,0.5146,0.443,IM
3,2.987,1.8333,4.7833,76.9833,0.0705,21.2222,0.2783,0.1483,IM
2,2.1548,1.8595,4.78,69.9933,0.0453,26.6146,0.1798,0.2042,FCC
1,2.396,1.75,4.8456,76.2313,0.0461,28.2734,0.1581,0.1961,FCC
1,1.7564,1.7273,4.6527,68.2363,0.0683,27.0876,0.2999,0.2215,IM
1,2.359,1.7143,4.6377,72.0869,0.0637,20.7701,0.2849,0.1027,IM
3,6.1819,1.6,4.55,94.34,0.0348,16.128,0.1394,0.0832,BCC+FCC
3,1.8406,1.7917,4.7112,70.4667,0.053,28.25,0.2089,0.2012,IM
4,1.6855,1.1585,4.411,45.7498,0.0741,7.8995,0.5421,0.0238,IM
1,2.1697,1.5128,4.6731,72.4358,0.0711,29.2844,0.3209,0.0913,IM
3,3.6924,1.7778,4.7333,76.5667,0.0416,22,0.1589,0.1178,IM
3,2.9408,1.8696,4.7196,71.5696,0.065,22.9735,0.2591,0.1582,IM
3,3.1332,1.8148,4.7426,76.2933,0.0725,23.0667,0.288,0.1562,IM
3,12.3874,1.8751,4.2013,35.5895,0.0349,18.1376,0.3624,0.534,IM
3,1.6628,1.75,4.3775,54.325,0.0369,34.6875,0.2447,0.4657,BCC
3,19.9722,1.875,4.2025,25.35,0.0437,4.925,0.3397,0.4352,BCC
1,1.8195,1.6364,4.6573,67.6999,0.0732,27.6727,0.3174,0.158,IM
1,2.5251,1.9565,4.6017,72.9565,0.0384,22.7388,0.1466,0.2609,BCC+FCC
1,2.2808,1.9231,4.6585,87.5615,0.0809,29.6544,0.3904,0.5312,IM
3,2.8124,1.9231,4.6508,75.7154,0.05,25.1787,0.2073,0.2922,IM
3,2.672,1.8889,4.2489,33,0.0468,11.1111,0.3056,0.2998,IM
3,4.0561,1.8148,4.6556,72.0333,0.0511,25.0247,0.1858,0.3128,IM
1,1.8492,2.0439,4.211,74.5922,0.0126,6.9811,0.0787,0.1464,BCC
1,2.4583,1.9231,4.6723,69.7692,0.0529,25.6379,0.1902,0.3496,BCC+FCC
2,3.5762,1.7737,4.8444,79.1244,0.0412,17.4753,0.1736,0.0817,IM
3,3.078,1.8214,4.7571,76.5393,0.0719,22.4209,0.2848,0.1534,IM
3,1.6648,2.14,4.4407,73.171,0.0302,12.3119,0.1284,0.262,IM
3,6.0112,1.5,4.42,82.65,0.0551,36.45,0.4082,0.4701,BCC
3,8.1699,1.7458,4.6881,68.0441,0.0472,25.4467,0.1768,0.2268,BCC+FCC
3,16.2693,1.6667,4.2933,44.5,0.0385,16.4,0.3729,0.5103,BCC
1,2.4742,1.7333,4.6467,72.9133,0.0605,20.2222,0.2693,0.1039,IM
1,2.4569,1.9091,4.6782,74.6636,0.0554,28.9917,0.2257,0.3199,BCC
3,2.4026,1.9168,4.7175,75.368,0.056,27.0521,0.2233,0.3063,IM
3,5.0765,1.5882,4.3765,57.7176,0.0352,31.0505,0.2276,0.3393,BCC
3,5.894,1.4,4.68,90.04,0.0728,23.248,0.2952,0.1201,FCC
1,6.0134,1.6,4.39,96.78,0.0544,41.944,0.5124,0.43,IM
3,5.9552,1.8095,4.3657,64.7238,0.0483,30.1678,0.361,0.5301,BCC
3,6.8852,1.7541,4.6754,67.4492,0.0489,25.1975,0.1836,0.2276,IM
3,0.7824,1.9,4.619,44.64,0.1039,23.668,0.4275,0.2716,IM
1,1.6553,2.1042,4.3635,69.9063,0.0258,14.6276,0.1148,0.2278,FCC
3,2.5667,1.8,4.5802,83.992,0.0392,20.7454,0.1497,0.2634,IM
3,12.9131,1.6363,4.3145,51.3729,0.0404,26.3043,0.2785,0.2725,BCC
4,9.2449,1.8251,4.6575,80.7139,0.0288,14.1032,0.1518,0.0874,IM
1,1.5518,1.8333,4.6217,64.9835,0.0659,28.0834,0.2935,0.2944,IM
1,2.0268,2.0833,4.5475,81.9418,0.0662,36.2917,0.3649,0.6604,IM
3,14.1478,1.6927,4.226,42.8516,0.0348,16.133,0.3854,0.4477,BCC
3,2.1715,2,4.7375,63.75,0.0432,18.6,0.1741,0.1418,FCC
3,6.7272,1.7497,4.8149,76.6337,0.0472,25.3648,0.2071,0.0982,FCC
1,2.2439,1.9524,4.6819,72.3285,0.0505,28.5932,0.1984,0.3218,BCC
3,1.0432,2,4.4978,37.142,0.0593,7.8422,0.3253,0.3704,IM
3,1.7314,1.898,4.5841,77.4633,0.0565,28.5423,0.254,0.3643,IM
1,6.3111,1.5455,4.7364,91.8454,0.0729,25.6132,0.3108,0.1242,IM
3,1.9622,1.7059,4.6712,84.8588,0.0494,17.436,0.1967,0.1723,BCC
1,2.7635,1.9474,4.6747,73.9545,0.0353,22.7658,0.1413,0.2525,BCC+FCC
1,1.3202,2.0833,4.6225,62.5084,0.0518,30.5584,0.1998,0.3825,BCC
1,4.9267,1.8333,4.68,66.0168,0.0469,27.0501,0.1741,0.2971,BCC+FCC
1,1.9818,1.6667,4.6633,76.2334,0.0527,29.5889,0.2113,0.199,IM
3,3.3524,2.0769,4.8369,65.3538,0.025,20.9183,0.1027,0.2003,FCC
1,3.3352,1.7674,4.4581,84.6209,0.0438,32.0735,0.2467,0.3804,BCC
3,4.591,1.75,4.84,82.035,0.0389,17.1645,0.1374,0.0908,FCC
3,5.6614,1.98,4.586,79.602,0.0248,4.7853,0.0964,0.0723,FCC
3,2.3792,1.8182,4.7982,71.4636,0.0431,25.7008,0.1755,0.1609,BCC
1,1.3948,2,4.5712,54.147,0.0626,27.4727,0.2456,0.3985,BCC
3,1.4205,2,4.3025,35.875,0.0361,9.625,0.224,0.395,BCC
1,1.8433,1.7547,4.666,69.2603,0.0646,26.9505,0.2798,0.2256,IM
3,6.5946,1.75,4.4625,100.725,0.0666,35.025,0.3898,0.5303,IM
1,1.7539,1.75,4.5913,78.85,0.0901,31.2875,0.4494,0.4848,IM
3,3.4883,1.6667,4.8833,79.3667,0.0423,25.9778,0.1465,0.0956,FCC
3,2.2645,1.902,4.6922,74.1275,0.0578,30.8451,0.2345,0.3334,IM
3,1.4652,2,4.6517,50.8167,0.0614,21.0222,0.2349,0.3533,BCC+FCC
1,6.0078,1.3994,4.3998,85.7987,0.0292,36.8754,0.2875,0.3193,BCC
2,1.6441,2,4.29,40.675,0.0555,14.425,0.4057,0.6635,IM
1,1.8831,1.96,4.688,69.524,0.0467,28.2512,0.1759,0.3036,BCC+FCC
1,1.2572,1.7143,4.7757,60.8714,0.0787,28.0816,0.3148,0.1915,BCC+FCC
1,8.4314,1.7778,4.7611,88.4666,0.0618,26.7999,0.2857,0.3794,IM
3,0.7361,2,4.6025,45.75,0.0809,19.5,0.2895,0.4371,FCC
3,1.2079,2,4.2025,30.725,0.0588,5.1875,0.4446,0.5608,BCC
3,8.0452,1.4,4.406,70.5,0.0407,38.88,0.2566,0.2694,BCC
3,4.6759,1.8375,4.1544,28.3863,0.0425,6.4507,0.4301,0.4398,BCC
1,1.8562,1.8,4.6107,81.3666,0.0879,30.0178,0.4337,0.4989,IM
3,1.1001,2.0909,4.1818,28.5636,0.0588,5.1736,0.4408,0.5527,IM
1,1.5853,2,4.2929,58.2214,0.0549,27.3072,0.2823,0.3746,BCC+FCC
3,1.3485,2.21,4.4388,69.668,0.0329,16.9966,0.1401,0.3203,IM
3,8.0216,1.8,4.346,68.08,0.0524,35.976,0.4284,0.5348,BCC
3,2.5177,1.9,4.631,73.81,0.0535,31.208,0.2255,0.3354,IM
3,3.1965,1.8077,4.727,76.0276,0.0729,23.7498,0.2911,0.1591,IM
3,3.2436,1.8444,4.4611,82.1711,0.0325,14.597,0.1452,0.2029,BCC
1,64.5283,1.6154,4.7435,71.454,0.0422,24.9379,0.1618,0.1233,IM
3,28.7037,1.6053,4.2816,42.3211,0.0329,22.6122,0.2664,0.279,BCC
3,19.5237,1.5556,4.2256,50.0778,0.0319,32.721,0.3421,0.3129,BCC
3,4.4883,1.8182,4.6182,76.8273,0.0383,18.1421,0.1483,0.1105,FCC
1,3.4948,1.5405,4.7054,83.9468,0.0757,25.3356,0.3284,0.1137,IM
1,4.4551,1.6552,4.7007,66.4725,0.0534,27.5113,0.2114,0.1892,IM
3,1.912,2.08,4.8019,62.5293,0.0341,22.7277,0.1504,0.2353,IM
1,2.9721,1.5714,4.3686,70.9999,0.0377,30.1142,0.3973,0.432,IM
3,2.6901,1.9,4.6616,82.3085,0.0364,10.2548,0.1522,0.1878,IM
1,3.3537,1.8372,4.7521,76.3627,0.0368,23.3077,0.1425,0.1997,FCC
1,1.6147,2.1515,4.4833,66.2272,0.0329,19.0468,0.1324,0.277,FCC
1,1.0811,2,4.24,28.3,0.0477,6.85,0.3233,0.3944,IM
3,46.2933,2,5.075,61.8,0.0119,21.4,0.0345,0.0039,FCC
3,2.1155,1.7826,4.6379,60.0144,0.0636,28.7388,0.244,0.2884,IM
1,1.3678,1.8333,4.4767,56.8668,0.0528,27.989,0.3154,0.3473,IM
1,2.906,1.9109,4.7003,70.2545,0.0435,27.1036,0.1632,0.2889,BCC+FCC
3,1.2541,2.0476,4.1771,28.5333,0.0571,5.3968,0.4447,0.5345,IM
1,2.1889,1.75,4.3575,65.775,0.0458,30.625,0.4147,0.5215,IM
3,6.085,1.7317,4.7829,80.9683,0.0364,19.7894,0.1534,0.0934,FCC
3,14.1728,1.6667,4.2289,48.1,0.0378,33.6,0.3696,0.3696,BCC
3,2.6192,1.88,4.6627,82.1905,0.0378,10.3692,0.1594,0.1732,IM
1,14.7372,1.8571,4.5143,79.8429,0.0195,11.7959,0.0823,0.0601,BCC+FCC
3,12.009,1.75,4.195,40.7,0.0449,14.4,0.4661,0.4293,BCC
3,0.9222,1.8333,4.5617,39.2083,0.1078,17.7583,0.452,0.2554,IM
1,3.485,1.8182,4.8091,77.7726,0.041,18.6579,0.1552,0.1133,IM
3,1.7638,2.015,4.8249,65.7555,0.0442,25.0825,0.1797,0.2581,IM
1,1.0006,2.1111,4.6933,53.9999,0.0598,25.2,0.2324,0.3253,BCC+FCC
1,1.6045,2.0909,4.6491,66.0727,0.0467,29.4479,0.1712,0.3768,BCC+FCC
1,1.8159,2.0495,4.2252,74.1535,0.0141,7.7928,0.0832,0.1557,BCC+FCC
3,1.2038,2,4.582,52.9,0.068,23.56,0.2568,0.3845,FCC
1,0.9803,2.4444,4.5056,51.7333,0.0439,27.5555,0.181,0.5395,FCC
3,1.7996,1.9565,4.6535,64.7435,0.0529,29.5546,0.2019,0.3304,BCC
4,6.191,1.7916,4.8374,69.8343,0.03,26.9668,0.1159,0.083,IM
4,11.2913,1.6667,4.7667,60.6556,0.0492,19.284,0.2324,0.0483,IM
3,9.0683,1.8,4.559,79.282,0.027,16.0656,0.1067,0.0774,IM
2,8.5478,1.6667,4.2267,28,0.0315,8.7333,0.2568,0.2551,BCC
3,1.7725,1.8,4.6133,57.08,0.0677,28.7893,0.2626,0.3034,IM
1,7.0713,1.6,4.366,72.94,0.0295,53.928,0.2791,0.5237,IM
3,1.5299,1.9048,4.5671,73.8524,0.0568,31.454,0.2627,0.3707,IM
3,2.5077,1.9168,4.705,71.8058,0.0544,29.9044,0.2185,0.3061,IM
3,1.0504,1.85,4.536,41.79,0.1186,18.217,0.526,0.3241,IM
4,2.0228,1.7674,4.7905,85.9047,0.0452,13.3002,0.178,0.1483,FCC
1,9.432,1.7895,4.75,92.0736,0.0722,29.9457,0.3336,0.4149,IM
3,7.0103,1.6,4.296,49.68,0.0506,26.016,0.3236,0.2029,IM
3,12.0612,1.75,4.2405,33.695,0.0367,14.324,0.323,0.5128,BCC
1,1.5734,2.0909,4.5473,72.6272,0.0503,31.5835,0.2308,0.4496,BCC
1,4.9595,2,4.7788,60.8375,0.0328,21.5125,0.1312,0.254,FCC
3,1.9216,2.0501,4.802,64.8102,0.0475,27.4685,0.1828,0.3115,BCC+FCC
3,8.2351,1.6,4.216,45.56,0.0592,27.576,0.4768,0.3675,IM
1,123.9665,1.55,4.6905,63.235,0.0515,30.759,0.1798,0.2382,BCC+FCC
1,1.2996,2,4.71,60.405,0.0488,31.6065,0.172,0.365,BCC+FCC
4,2.5484,2.1,4.9055,60.425,0.0253,22.265,0.1107,0.2265,FCC
1,1.8403,2.05,4.754,68.24,0.0341,17.824,0.1192,0.1724,FCC
1,33.9586,1.85,4.4975,58.105,0.0481,22.016,0.1885,0.3599,BCC+FCC
1,1.2334,2.2,4.629,69.62,0.0465,24.252,0.175,0.3939,BCC+FCC
4,8.2335,1.9,4.8775,73.065,0.025,19.599,0.0975,0.0709,FCC
2,8.5727,1.9,4.87,70.925,0.0241,21.3675,0.0956,0.0706,FCC
1,5.0616,1.75,4.87,75.875,0.0354,24.8325,0.1303,0.0877,FCC
4,3.8865,1.8,4.7675,68.92,0.0259,17.204,0.0838,0.0591,FCC
2,9.6673,1.9,4.835,68.315,0.0213,18.1605,0.0731,0.0564,FCC
1,6.6748,1.85,4.6775,67.435,0.0341,16.8545,0.1163,0.0811,FCC
4,3.1327,2,4.6975,66.315,0.0287,18.1405,0.0977,0.08,FCC
1,2.096,1.4,4.44,73.37,0.0502,20.856,0.1693,0.0937,BCC+FCC
4,4.6868,1.95,4.6325,83.33,0.0331,4.037,0.1581,0.0897,FCC
3,48.9561,1.95,4.109,24.21,0.0411,4.234,0.4199,0.4395,BCC
3,48,1.95,4.1015,24.695,0.0427,4.4035,0.4426,0.4454,BCC
1,2.2351,1.45,4.574,69.75,0.0468,24.95,0.1652,0.1745,BCC+FCC
1,3.1261,1.55,4.563,65.485,0.0476,24.3135,0.1702,0.2324,BCC+FCC
1,7.0254,1.85,4.697,53.675,0.0404,20.5125,0.1573,0.2812,BCC+FCC
1,2.8433,1.85,4.6745,63.755,0.0422,30.696,0.1547,0.2817,BCC+FCC
1,3.8971,1.8,4.6285,61.83,0.0494,30.269,0.1802,0.3249,BCC+FCC
1,2.5462,1.85,4.671,59.43,0.0484,29.742,0.1739,0.326,BCC+FCC
1,1.991,1.9,4.8345,71.005,0.0499,27.154,0.1716,0.285,BCC+FCC
1,1.7742,2.05,4.856,59.675,0.0441,24.3025,0.1632,0.3253,BCC+FCC
1,2.03,1.95,4.791,62.805,0.0511,27.7455,0.1776,0.3274,BCC+FCC
1,1.7682,1.95,4.7835,66.165,0.0521,29.555,0.1791,0.3278,BCC+FCC
1,3.2224,1.8,4.7085,60.78,0.0548,28.214,0.1888,0.328,BCC+FCC
1,1.518,2.05,4.765,59.76,0.0523,28.142,0.1812,0.3666,BCC+FCC
1,2.0551,1.8,4.6545,62.245,0.0493,31.353,0.1812,0.2924,BCC+FCC
1,5.059,1.65,4.5745,69.45,0.0482,33.245,0.181,0.2829,BCC+FCC
1,3.9052,1.75,4.6245,62.04,0.0484,29.422,0.1744,0.2843,BCC+FCC
1,5.5905,1.75,4.6845,53.44,0.0477,20.774,0.1721,0.2839,BCC+FCC
3,4.5409,2,4.7765,70.685,0.0255,19.291,0.1033,0.1669,FCC
2,3.0577,2.05,4.7505,63.79,0.0269,23.291,0.1159,0.2283,FCC
1,1.8394,1.9,4.686,73.06,0.0477,30.608,0.172,0.3239,BCC+FCC
1,1.3069,2.15,4.7975,62.045,0.0491,27.245,0.1736,0.3657,BCC+FCC
1,1.505,2.1,4.7325,63.525,0.0485,28.725,0.173,0.3643,BCC+FCC
1,1.335,2.25,4.6215,65.83,0.0433,24.521,0.1669,0.3935,BCC+FCC
1,1.5153,2.2,4.624,59.005,0.0437,27.1855,0.1619,0.395,BCC+FCC
1,1.4552,2.2,4.649,56.95,0.0447,26.58,0.164,0.3969,BCC+FCC
1,1.5108,1.95,4.6025,60.16,0.0484,29.106,0.1924,0.2855,BCC+FCC
1,1.8212,1.9,4.611,64.72,0.0443,29.98,0.1748,0.2681,BCC+FCC
1,1.5503,1.95,4.872,64.52,0.0474,28.07,0.1746,0.2572,BCC+FCC
1,1.8358,1.75,4.672,73.115,0.0464,35.125,0.1729,0.2871,BCC+FCC
1,1.5,1.9,4.6785,63.005,0.0475,32.9165,0.172,0.3291,BCC+FCC
1,1.7885,1.95,4.7845,66.12,0.0464,29.08,0.1616,0.2845,BCC+FCC
1,1.7489,2,4.8095,62.415,0.0439,27.5765,0.1552,0.2836,BCC+FCC
1,13.5357,1.9,4.744,57.4,0.0234,19.45,0.0997,0.1642,FCC
3,18.8514,1.85,4.688,61.81,0.0347,20.2,0.1316,0.2278,FCC
4,4.4509,2.05,4.672,60.13,0.0307,21.71,0.1333,0.2767,FCC
1,1.7519,1.95,4.675,45.97,0.0504,14.611,0.2085,0.2931,BCC+FCC
4,4.5431,1.95,4.674,54.285,0.0348,16.329,0.1556,0.1927,FCC
4,12.6305,1.9,4.698,51.41,0.0343,15.045,0.1443,0.2354,FCC
1,2.4254,2,4.669,64.045,0.0351,19.346,0.1229,0.1733,FCC
1,4.309,1.9,4.664,58.575,0.0348,19.0425,0.1265,0.1723,FCC
1,1.3996,2.2,4.695,56.055,0.0401,23.4105,0.1659,0.3381,BCC+FCC
3,2.1383,2.05,4.748,62.26,0.0345,21.844,0.1777,0.2266,FCC
1,1.676,2.05,4.6915,69.525,0.0481,16.7575,0.1875,0.2062,BCC+FCC
1,2.3638,2.1,4.5555,67.255,0.0292,18.353,0.1188,0.228,FCC
1,1.4036,2.15,4.6385,51.145,0.0437,18.213,0.1711,0.3045,BCC+FCC
1,19.0663,1.55,4.7005,67.965,0.0499,24.285,0.1687,0.2345,BCC+FCC
1,10.4842,1.7,4.5845,65.155,0.0486,23.285,0.1737,0.2804,BCC+FCC
1,6.2313,1.95,4.5835,66.105,0.041,22.284,0.1679,0.3202,BCC+FCC
1,13.7997,1.75,4.5485,59.095,0.0507,21.394,0.1807,0.3231,BCC+FCC
1,2.8028,1.9,4.6335,74.645,0.0479,23.647,0.1798,0.322,BCC+FCC
1,4.5532,1.8,4.576,74.415,0.0491,26.2205,0.1855,0.3205,BCC+FCC
1,1.2335,2.15,4.675,70.375,0.0448,21.1775,0.1806,0.3368,BCC+FCC
1,1.7077,1.9,4.687,82.235,0.0485,16.9045,0.1737,0.2824,BCC+FCC
1,1.2303,2.05,4.6875,66.425,0.0503,22.295,0.2106,0.2902,BCC+FCC
1,9.1893,1.85,4.5685,60.655,0.046,21.185,0.184,0.2967,BCC+FCC
3,9.4054,1.8,4.875,68.34,0.0245,20.282,0.0913,0.0602,FCC
2,86.8112,1.75,4.835,73.265,0.0311,21.6255,0.119,0.0776,FCC
3,12114.6863,1.9,4.87,65.425,0.0197,21.8325,0.0829,0.0618,FCC
2,7.3196,1.85,4.8575,77.23,0.0358,18.415,0.1611,0.0833,FCC
4,3.3333,1.95,4.844,70.56,0.03,19.806,0.1304,0.1232,FCC
4,3.452,1.85,4.825,77.295,0.0378,14.688,0.1749,0.0716,FCC
3,3.5773,1.9,4.9,69.48,0.0335,20.286,0.1647,0.0592,FCC
1,3.6681,1.9,4.8925,67.34,0.0328,21.482,0.1637,0.059,FCC
4,3.6241,1.9,4.7825,76.07,0.0359,15.935,0.1446,0.1099,FCC
4,5.3313,1.9,4.7525,75.425,0.0285,16.5625,0.1201,0.0921,FCC
1,5.4667,1.85,4.5575,77.26,0.0309,14.744,0.1162,0.0853,FCC
1,4.7105,1.9,4.765,72.28,0.0316,19.128,0.1126,0.083,FCC
1,1.3413,1.95,4.837,60.28,0.0501,25.01,0.1966,0.1952,BCC+FCC
1,23.7916,1.7,4.602,58.485,0.0462,20.8835,0.2017,0.189,BCC+FCC
1,5.5645,1.75,4.677,56.17,0.0459,20.604,0.1985,0.1904,BCC+FCC
1,4.0339,1.7,4.7495,54.63,0.0483,19.489,0.1998,0.1917,BCC+FCC
1,4.9909,1.7,4.717,54.545,0.0484,19.3785,0.2004,0.1915,BCC+FCC
1,4.3011,1.7,4.742,52.49,0.0476,17.916,0.1994,0.1915,BCC+FCC
4,9.4837,1.85,4.865,68.52,0.0322,18.234,0.1609,0.0506,FCC
2,28.6497,1.8,4.84,66.725,0.0329,18.92,0.1627,0.0507,FCC
4,20.6237,1.75,4.8,60.65,0.0321,19.445,0.1637,0.0504,FCC
4,5.6927,1.95,4.79,71.06,0.0322,15.806,0.1304,0.1034,FCC
4,6.2841,1.9,4.755,67.685,0.0381,17.598,0.1536,0.119,FCC
4,4.398,1.95,4.765,65.2,0.035,18.78,0.1474,0.1184,FCC
4,39.9756,1.8,4.7475,57.845,0.0382,17.0685,0.1564,0.1192,FCC
1,45.3976,1.85,4.635,71.81,0.0326,13.635,0.1099,0.0763,FCC
1,5.5469,1.95,4.69,73.17,0.0314,12.418,0.1055,0.0786,FCC
4,106.1894,1.9,4.56,68.98,0.0273,15.768,0.1018,0.0752,FCC
1,19.6398,1.85,4.675,61.19,0.0298,18.72,0.1079,0.0774,FCC
3,15.6297,1.9,4.6865,58.555,0.0251,20.3005,0.1225,0.1204,FCC
1,1.4156,1.95,4.807,60.94,0.0501,22.926,0.1972,0.1945,BCC+FCC
3,2.282,1.95,4.8515,62.695,0.0369,21.7055,0.1849,0.1177,FCC
4,2.8108,2,4.819,63.05,0.03,21.145,0.138,0.1334,FCC
1,2.6209,2,4.6415,71.885,0.0337,14.304,0.1375,0.1276,FCC
1,1.8384,2,4.6645,64.54,0.04,22.028,0.1828,0.1877,BCC+FCC
2,4.077,1.95,4.7425,65.175,0.027,19.75,0.1539,0.0608,FCC
1,3.0472,2,4.605,73.69,0.0347,11.416,0.1395,0.1091,FCC
4,5.3959,2,4.67,65.18,0.0231,18.874,0.0995,0.0887,FCC
1,11.2411,1.9,4.55,80.815,0.029,5.0405,0.1127,0.076,FCC
2,16.6593,1.55,4.1465,41.96,0.0413,12.682,0.5067,0.2945,BCC
3,117.7892,1.75,4.1485,31.325,0.0391,12.2275,0.4254,0.377,BCC
3,19.8976,1.75,4.155,45.52,0.0409,16.684,0.7445,0.2916,BCC
2,57.8022,1.65,4.144,32.345,0.0324,11.044,0.4736,0.3042,BCC
3,288.6736,1.65,4.145,40.555,0.0361,13.0395,0.5535,0.3182,BCC
2,16.7892,1.55,4.1905,44.11,0.0371,15.456,0.4072,0.3312,BCC
4,22.6609,1.7,4.165,34.015,0.0399,12.511,0.4141,0.3886,BCC
3,10.6341,1.5,4.3775,77.705,0.0444,40.126,0.346,0.35,BCC
4,28.6736,1.95,4.076,27.285,0.0347,6.9735,0.4569,0.4343,BCC
