Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Preparation method,Reference
16.78712221,16.78712221,16.78712221,0,16.78712221,32.85151117,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.25874126,16.25874126,16.25874126,0,16.25874126,34.96503497,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.08416548,16.08416548,16.08416548,0,16.08416548,35.66333809,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
3.915881073,18.63669326,18.63669326,3.915881073,18.63669326,36.25815809,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
3.915881073,18.63669326,18.63669326,3.915881073,18.63669326,36.25815809,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
7.989435457,17.00231099,17.00231099,7.989435457,17.00231099,33.0141961,0,0,0,0,0,0,0,0,0,FCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,23.80952381,23.80952381,0,23.80952381,23.80952381,0,4.761904762,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,23.80952381,23.80952381,0,23.80952381,23.80952381,0,4.761904762,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
2.43902439,24.3902439,24.3902439,0,24.3902439,24.3902439,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
2.43902439,24.3902439,24.3902439,0,24.3902439,24.3902439,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
2.43902439,24.3902439,24.3902439,0,24.3902439,24.3902439,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
2.43902439,24.3902439,24.3902439,0,24.3902439,24.3902439,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
20,0,20,0,20,40,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
18.01763965,0,19.99160017,0,19.99160017,41.99916002,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.00703606,0,20.00879507,0,20.00879507,43.97537379,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
13.98344066,0,20.00919963,0,20.00919963,45.99816007,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
11.99616123,0,20.00959693,0,20.00959693,47.98464491,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,33.33333333,33.33333333,0,0,33.33333333,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,33.33333333,33.33333333,0,0,33.33333333,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,33.33333333,33.33333333,0,0,33.33333333,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.39118457,16.39118457,16.39118457,0,16.39118457,34.43526171,0,0,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.39118457,16.39118457,16.39118457,0,16.39118457,34.43526171,0,0,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.39118457,16.39118457,16.39118457,0,16.39118457,34.43526171,0,0,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
1.960784314,19.60784314,19.60784314,0,19.60784314,19.60784314,0,0,0,0,0,0,19.60784314,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
5.660377358,18.86792453,18.86792453,0,18.86792453,18.86792453,0,0,0,0,0,0,18.86792453,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
9.090909091,18.18181818,18.18181818,0,18.18181818,18.18181818,0,0,0,0,0,0,18.18181818,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
12.28070175,17.54385965,17.54385965,0,17.54385965,17.54385965,0,0,0,0,0,0,17.54385965,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,0,16.66666667,16.66666667,0,0,0,0,0,0,16.66666667,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
13.04347826,21.73913043,21.73913043,0,21.73913043,21.73913043,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
18.36734694,20.40816327,20.40816327,0,20.40816327,20.40816327,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,18.51851852,18.51851852,0,18.51851852,18.51851852,0,9.259259259,0,0,0,0,0,0,0,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.83339944,19.83339944,0,19.83339944,19.83339944,0.833002777,0,0,0,0,0,19.83339944,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.65795164,19.65795164,0,19.65795164,19.65795164,1.710241793,0,0,0,0,0,19.65795164,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.47040498,19.47040498,0,19.47040498,19.47040498,2.647975078,0,0,0,0,0,19.47040498,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.26782274,19.26782274,0,19.26782274,19.26782274,3.66088632,0,0,0,0,0,19.26782274,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,25,25,0,0,25,0,0,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.01360544,20,0,5.986394558,34.01360544,5.986394558,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,0,20,20,0,0,0,0,0,0,20,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
23.06805075,15.38638985,15.38638985,15.38638985,15.38638985,15.38638985,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
28.57142857,14.28571429,14.28571429,14.28571429,14.28571429,14.28571429,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,20,0,20,20,0,0,20,20,BCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,16.66666667,16.66666667,0,33.33333333,33.33333333,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,25,17.85714286,0,28.57142857,28.57142857,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,34.60207612,19.23875433,0,23.07958478,23.07958478,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,45.80852038,20.84287678,0,16.67430142,16.67430142,0,0,0,0,0,0,0,0,0,FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,59.06674542,22.74069699,0,9.096278795,9.096278795,0,0,0,0,0,0,0,0,0,FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25,0,25,0,0,0,25,25,BCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20.60606061,19.89550679,0,19.4984326,20.89864159,0,0,0,0,0,0,19.10135841,0,0,BCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20.60606061,19.89550679,0,19.4984326,20.89864159,0,0,0,0,0,0,19.10135841,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20.60606061,19.89550679,0,19.4984326,20.89864159,0,0,0,0,0,0,19.10135841,0,0,BCC+FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20.60606061,19.89550679,0,19.4984326,20.89864159,0,0,0,0,0,0,19.10135841,0,0,FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20.60606061,19.89550679,0,19.4984326,20.89864159,0,0,0,0,0,0,19.10135841,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,25,0,0,0,25,25,0,0,0,0,0,0,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,25,25,0,25,0,0,0,0,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
