Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Preparation method,Reference
0,6.398809524,0,6.398809524,6.398809524,6.398809524,0,0,0,74.4047619,0,0,0,0,0,FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,5.283911672,0,5.283911672,5.283911672,5.283911672,0,0,0,78.86435331,0,0,0,0,0,FCC+IM,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,10,10,0,50,0,0,0,0,0,0,0,30,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
17.98975672,30.02560819,9.987195903,0,9.987195903,32.01024328,0,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
18.00433839,29.99690115,10.00929656,0,10.00929656,30.98853424,0.991633096,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
18.00180018,30.0030003,9.9909991,0,9.9909991,30.0030003,2.01020102,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
18.00180018,30.0030003,9.9909991,0,9.9909991,29.01290129,3.00030003,0,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.83339944,19.83339944,19.83339944,19.83339944,19.83339944,0,0,0,0,0,0.833002777,0,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.65795164,19.65795164,19.65795164,19.65795164,19.65795164,0,0,0,0,0,1.710241793,0,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.47040498,19.47040498,19.47040498,19.47040498,19.47040498,0,0,0,0,0,2.647975078,0,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,19.26782274,19.26782274,19.26782274,19.26782274,19.26782274,0,0,0,0,0,3.66088632,0,0,0,FCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,20,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25,0,25,25,0,0,0,25,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,33.33333333,0,33.33333333,33.33333333,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,33.33333333,0,0,33.33333333,0,0,0,33.33333333,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,33.33333333,0,33.33333333,0,0,0,0,33.33333333,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25.00937383,0,37.49531309,25.00937383,0,0,0,12.48593926,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25.00937383,0,12.48593926,25.00937383,0,0,0,37.49531309,BCC+IM,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,BCC+FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,BCC+FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
11.11111111,0,22.22222222,22.22222222,22.22222222,22.22222222,0,0,0,0,0,0,0,0,0,FCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
11.11111111,0,22.22222222,22.22222222,22.22222222,22.22222222,0,0,0,0,0,0,0,0,0,FCC,WROUGHT,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,16.66666667,16.66666667,0,16.66666667,16.66666667,0,0,16.66666667,16.66666667,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,0,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,0,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,20,0,0,20,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,16.66666667,16.66666667,0,16.66666667,16.66666667,0,0,16.66666667,16.66666667,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,0,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,0,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,20,0,0,20,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,16.66666667,16.66666667,0,16.66666667,16.66666667,0,0,16.66666667,16.66666667,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,0,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,0,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,20,0,0,20,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,16.66666667,16.66666667,0,16.66666667,16.66666667,0,0,16.66666667,16.66666667,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,0,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,0,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,20,0,0,20,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,0,20,20,0,0,20,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,0,0,0,0,25,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,0,0,0,0,25,BCC+IM,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
22.22222222,0,22.22222222,0,22.22222222,22.22222222,11.11111111,0,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
21.05263158,0,21.05263158,0,21.05263158,21.05263158,10.52631579,5.263157895,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
20.40816327,0,20.40816327,0,20.40816327,20.40816327,10.20408163,8.163265306,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
20,0,20,0,20,20,10,10,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
19.60784314,0,19.60784314,0,19.60784314,19.60784314,9.803921569,11.76470588,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
19.04761905,0,19.04761905,0,19.04761905,19.04761905,9.523809524,14.28571429,0,0,0,0,0,0,0,BCC1+BCC2,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,0,0,0,25,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,0,0,0,25,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,0,25,0,0,25,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,0,25,0,0,25,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,25,25,0,25,0,0,0,0,0,BCC+IM,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,25,25,0,25,0,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,25,0,0,0,0,BCC+IM,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
25,0,0,0,0,0,0,25,0,25,25,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,25,25,0,0,25,0,0,0,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,25,25,0,0,25,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,0,25,0,25,25,0,0,0,0,BCC+IM,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,0,25,0,25,25,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,0,25,25,25,0,0,0,0,0,BCC+IM,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,25,0,0,0,0,25,25,25,0,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25,0,25,25,0,0,25,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,0,25,0,25,25,0,0,25,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,25,25,0,25,25,0,0,0,0,BCC,ANNEAL,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
0,0,0,0,0,0,25,25,0,25,25,0,0,0,0,BCC,CAST,"Borg C K H , Frey C , Moh J ,et al.Expanded dataset of mechanical properties and observed s of multi-principal element alloys[J].Scientific Data, 2020, 7(1).DOI:10.1038/s41597-020-00768-9."
6.976744186,23.25581395,23.25581395,0,23.25581395,23.25581395,0,0,0,0,0,0,0,0,0,FCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
8.333333333,16.66666667,16.66666667,8.333333333,16.66666667,33.33333333,0,0,0,0,0,0,0,0,0,FCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,0,0,0,0,0,0,0,0,0,FCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,BCC+FCC+IM,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
5.882352941,0,0,0,0,0,0,23.52941176,0,23.52941176,23.52941176,23.52941176,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
11.11111111,0,0,0,0,0,0,22.22222222,0,22.22222222,22.22222222,22.22222222,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
20,0,0,0,0,0,0,20,0,20,20,20,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
0,0,20,0,0,0,0,20,0,20,0,0,0,20,20,BCC+IM,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
0,0,0,0,0,0,0,20,0,20,0,20,0,20,20,BCC+IM,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
0,0,0,0,0,0,20,0,20,20,20,20,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
0,0,0,0,0,0,25,0,25,25,25,0,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
0,0,0,0,0,0,0,25,0,25,25,25,0,0,0,BCC,CAST," A D B M , B O N S A .A critical review of high entropy alloys and related concepts[J].Acta Materialia, 2017, 122:448-511.DOI:10.1016/j.actamat.2016.08.081."
11.1111111,0,0,0,0,0,0,22.2222222,0,22.2222222,22.2222222,22.2222222,0,0,0,BCC,CAST,"X. Yang, Y. Zhang, P.K. Liaw, Microstructure and Compressive Properties of NbTiVTaAlx High Entropy Alloys, Procedia Engineering, 36, 2012: 292-298, https://doi.org/10.1016/j.proeng.2012.03.043."
15.7894737,0,0,0,0,0,21.0526316,21.0526316,0,21.0526316,0,21.0526316,0,0,0,BCC,CAST,"Chen, S.Y.; Yang, X.; Dahmen, K.A.; Liaw, P.K.; Zhang, Y. Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys. Entropy 2014, 16, 870-884. https://doi.org/10.3390/e16020870"
5.8823529,0,0,0,0,0,23.5294118,23.5294118,0,23.5294118,0,23.5294118,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
5.8823529,0,0,0,0,0,0,23.5294118,0,23.5294118,23.5294118,23.5294118,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
4.7619048,0,0,0,0,0,23.8095238,23.8095238,0,0,23.8095238,23.8095238,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
6,0,0,0,0,0,0,28,0,20,16,4,0,0,26,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
6,0,0,0,0,0,0,28,0,20,16,4,0,0,26,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
6,0,0,0,0,0,0,28,0,20,16,4,0,0,26,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
10,0,20,0,0,0,0,40,0,20,0,10,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
11.1111111,0,0,0,0,0,22.2222222,22.2222222,0,22.2222222,0,22.2222222,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
13.0434783,0,0,0,0,0,21.7391304,0,0,21.7391304,21.7391304,21.7391304,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
27.2727273,0,0,0,0,0,18.1818182,18.1818182,0,18.1818182,0,18.1818182,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
22.2222222,0,11.1111111,0,0,0,0,22.2222222,0,22.2222222,0,22.2222222,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
22.2222222,0,11.1111111,0,0,0,0,22.2222222,0,22.2222222,0,22.2222222,0,0,0,BCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
20,0,20,0,0,0,20,20,0,20,0,0,0,0,0,FCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
20,0,20,0,0,0,20,20,0,20,0,0,0,0,0,FCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
20,0,20,0,0,0,20,20,0,20,0,0,0,0,0,FCC,CAST,"Machaka, Ronald (2021), “Dataset for High-Entropy Alloys Phases”, Mendeley Data, V2, doi: 10.17632/7fhwrgfh2s.2"
